"Busco id"	Status	Sequence	Score	Length
168924at33208	Complete	Bargmannia_elongata@1470061	383.1	320
169864at33208	Complete	Bargmannia_elongata@1360501	504.4	634
172677at33208	Complete	Bargmannia_elongata@1411871	186.1	251
176247at33208	Complete	Bargmannia_elongata@1310161	363.4	323
177718at33208	Complete	Bargmannia_elongata@1455822	511.8	396
177858at33208	Complete	Bargmannia_elongata@1478275	862.2	585
178537at33208	Complete	Bargmannia_elongata@1299865	956.0	465
179485at33208	Complete	Bargmannia_elongata@1366728	559.7	536
180808at33208	Complete	Bargmannia_elongata@1355915	785.4	478
182834at33208	Complete	Bargmannia_elongata@1449450	442.8	380
184508at33208	Complete	Bargmannia_elongata@1373242	548.5	524
184717at33208	Complete	Bargmannia_elongata@1426724	930.6	518
186208at33208	Complete	Bargmannia_elongata@1301608	1173.7	703
186707at33208	Complete	Bargmannia_elongata@1369365	396.2	500
187280at33208	Complete	Bargmannia_elongata@1446323	597.2	464
189414at33208	Complete	Bargmannia_elongata@1288630	518.4	459
190726at33208	Complete	Bargmannia_elongata@1291868	356.0	256
191938at33208	Complete	Bargmannia_elongata@1321692	418.3	442
192250at33208	Complete	Bargmannia_elongata@1377752	426.7	310
194754at33208	Complete	Bargmannia_elongata@1488958	1000.4	773
195986at33208	Complete	Bargmannia_elongata@1319920	871.1	617
196950at33208	Complete	Bargmannia_elongata@1332361	643.4	501
197549at33208	Complete	Bargmannia_elongata@1352905	205.6	466
197652at33208	Complete	Bargmannia_elongata@1392002	727.0	442
200997at33208	Complete	Bargmannia_elongata@1458238	633.0	499
201397at33208	Complete	Bargmannia_elongata@1378728	669.6	474
202545at33208	Complete	Bargmannia_elongata@1292606	370.9	367
203128at33208	Complete	Bargmannia_elongata@1360628	850.7	438
203698at33208	Complete	Bargmannia_elongata@1335218	1003.4	731
205220at33208	Complete	Bargmannia_elongata@1372882	701.2	474
206786at33208	Complete	Bargmannia_elongata@1389025	519.9	382
206858at33208	Complete	Bargmannia_elongata@1334861	577.9	507
207599at33208	Complete	Bargmannia_elongata@1304852	467.1	375
208219at33208	Complete	Bargmannia_elongata@1358835	424.0	455
210614at33208	Complete	Bargmannia_elongata@1490763	570.9	658
212972at33208	Complete	Bargmannia_elongata@1380840	654.4	635
214788at33208	Complete	Bargmannia_elongata@1343904	452.3	322
215654at33208	Complete	Bargmannia_elongata@1305590	568.1	407
216257at33208	Complete	Bargmannia_elongata@1419172	334.4	335
216563at33208	Complete	Bargmannia_elongata@1325915	266.1	288
218441at33208	Complete	Bargmannia_elongata@1335307	225.5	247
219795at33208	Complete	Bargmannia_elongata@1325007	480.5	531
219856at33208	Complete	Bargmannia_elongata@1486696	652.5	394
222489at33208	Complete	Bargmannia_elongata@1353811	666.1	359
223234at33208	Complete	Bargmannia_elongata@1357776	279.7	345
224280at33208	Complete	Bargmannia_elongata@1328651	798.6	439
226335at33208	Complete	Bargmannia_elongata@1388108	552.1	364
226941at33208	Complete	Bargmannia_elongata@1432486	618.4	397
227087at33208	Complete	Bargmannia_elongata@1294840	885.8	753
227453at33208	Complete	Bargmannia_elongata@1478806	500.8	436
227979at33208	Complete	Bargmannia_elongata@1406203	916.5	596
231157at33208	Complete	Bargmannia_elongata@1444197	548.7	431
231700at33208	Complete	Bargmannia_elongata@1425958	199.5	366
234290at33208	Complete	Bargmannia_elongata@1335359	636.0	471
235149at33208	Complete	Bargmannia_elongata@1333780	335.3	390
235430at33208	Complete	Bargmannia_elongata@1482229	398.6	395
235458at33208	Complete	Bargmannia_elongata@1463536	372.3	340
239016at33208	Complete	Bargmannia_elongata@1438124	366.4	392
239597at33208	Complete	Bargmannia_elongata@1475420	498.2	557
240437at33208	Complete	Bargmannia_elongata@1294745	438.1	251
244863at33208	Complete	Bargmannia_elongata@1404229	529.7	603
245482at33208	Complete	Bargmannia_elongata@1379302	567.5	396
245567at33208	Complete	Bargmannia_elongata@1474698	442.5	471
246241at33208	Fragmented	Bargmannia_elongata@1354888	354.1	236
247183at33208	Complete	Bargmannia_elongata@1399578	847.4	599
247905at33208	Complete	Bargmannia_elongata@1369998	232.5	298
249486at33208	Complete	Bargmannia_elongata@1351634	542.1	420
251076at33208	Complete	Bargmannia_elongata@1408844	508.6	307
251577at33208	Complete	Bargmannia_elongata@1416562	252.4	195
255117at33208	Complete	Bargmannia_elongata@1430873	1111.7	723
255242at33208	Complete	Bargmannia_elongata@1294369	247.1	201
255924at33208	Complete	Bargmannia_elongata@1412480	660.1	482
257141at33208	Complete	Bargmannia_elongata@1348153	322.6	298
259581at33208	Complete	Bargmannia_elongata@1344358	290.0	388
260752at33208	Complete	Bargmannia_elongata@1361582	439.8	500
261284at33208	Complete	Bargmannia_elongata@1475252	637.5	645
261614at33208	Complete	Bargmannia_elongata@1357661	808.6	520
262757at33208	Complete	Bargmannia_elongata@1448431	306.5	292
266460at33208	Complete	Bargmannia_elongata@1431034	597.8	467
266469at33208	Complete	Bargmannia_elongata@1396399	139.0	186
266808at33208	Complete	Bargmannia_elongata@1333720	458.3	340
267439at33208	Complete	Bargmannia_elongata@1428790	711.6	417
268134at33208	Complete	Bargmannia_elongata@1376108	297.1	225
268397at33208	Complete	Bargmannia_elongata@1437826	862.6	616
270594at33208	Complete	Bargmannia_elongata@1412508	386.7	351
271297at33208	Complete	Bargmannia_elongata@1309843	311.8	231
271742at33208	Complete	Bargmannia_elongata@1310628	570.1	424
272605at33208	Complete	Bargmannia_elongata@1293429	524.8	390
273040at33208	Duplicated	Bargmannia_elongata@1412501	175.5	114
273040at33208	Duplicated	Bargmannia_elongata@1361560	172.6	151
273367at33208	Complete	Bargmannia_elongata@1311662	142.1	205
273989at33208	Complete	Bargmannia_elongata@1487126	537.8	463
274044at33208	Complete	Bargmannia_elongata@1305754	512.5	520
274064at33208	Complete	Bargmannia_elongata@1325588	417.4	269
274769at33208	Complete	Bargmannia_elongata@1377090	541.0	381
274992at33208	Complete	Bargmannia_elongata@1441174	633.9	355
277935at33208	Complete	Bargmannia_elongata@1488096	551.7	556
278227at33208	Complete	Bargmannia_elongata@1439625	421.8	348
279631at33208	Complete	Bargmannia_elongata@1349634	583.8	587
279992at33208	Complete	Bargmannia_elongata@1463858	324.5	308
280914at33208	Complete	Bargmannia_elongata@1284390	415.7	506
281304at33208	Fragmented	Bargmannia_elongata@1422099	125.3	123
281693at33208	Complete	Bargmannia_elongata@1458690	816.7	605
283637at33208	Fragmented	Bargmannia_elongata@1380445	394.1	212
284059at33208	Complete	Bargmannia_elongata@1416163	324.7	270
285146at33208	Complete	Bargmannia_elongata@1457595	429.8	335
285902at33208	Complete	Bargmannia_elongata@1319221	342.0	278
285966at33208	Complete	Bargmannia_elongata@1464576	344.7	373
286553at33208	Duplicated	Bargmannia_elongata@1349216	286.3	281
286553at33208	Duplicated	Bargmannia_elongata@1349215	268.4	288
289235at33208	Complete	Bargmannia_elongata@1437228	208.1	233
289928at33208	Complete	Bargmannia_elongata@1364538	333.1	332
291505at33208	Complete	Bargmannia_elongata@1301587	545.4	452
291875at33208	Complete	Bargmannia_elongata@1424522	418.3	517
295556at33208	Complete	Bargmannia_elongata@1291133	249.2	478
295775at33208	Complete	Bargmannia_elongata@1327056	265.3	263
300303at33208	Complete	Bargmannia_elongata@1453253	304.5	254
301572at33208	Complete	Bargmannia_elongata@1392741	568.4	383
302186at33208	Complete	Bargmannia_elongata@1331236	152.0	356
302279at33208	Fragmented	Bargmannia_elongata@1385773	342.2	179
302921at33208	Fragmented	Bargmannia_elongata@1378585	51.9	135
303117at33208	Complete	Bargmannia_elongata@1425180	353.0	314
305260at33208	Fragmented	Bargmannia_elongata@1408061	285.2	231
306101at33208	Complete	Bargmannia_elongata@1415591	337.1	290
307109at33208	Complete	Bargmannia_elongata@1300188	464.2	345
308610at33208	Complete	Bargmannia_elongata@1370596	538.2	363
311438at33208	Complete	Bargmannia_elongata@1387028	338.3	240
311758at33208	Complete	Bargmannia_elongata@1454849	650.4	438
311761at33208	Complete	Bargmannia_elongata@1476085	368.2	504
312577at33208	Complete	Bargmannia_elongata@1314896	285.5	318
313091at33208	Complete	Bargmannia_elongata@1425511	434.6	347
315044at33208	Complete	Bargmannia_elongata@1313331	555.0	416
315393at33208	Complete	Bargmannia_elongata@1303425	518.7	328
317470at33208	Complete	Bargmannia_elongata@1382900	369.7	286
318483at33208	Complete	Bargmannia_elongata@1308758	404.3	319
318532at33208	Complete	Bargmannia_elongata@1297304	600.7	336
319574at33208	Complete	Bargmannia_elongata@1353464	283.6	240
320390at33208	Complete	Bargmannia_elongata@1450488	539.4	545
321332at33208	Complete	Bargmannia_elongata@1451116	230.2	381
323399at33208	Complete	Bargmannia_elongata@1425729	608.4	443
323473at33208	Complete	Bargmannia_elongata@1325590	475.6	273
324249at33208	Complete	Bargmannia_elongata@1461287	277.7	337
325183at33208	Complete	Bargmannia_elongata@1490719	554.9	345
327301at33208	Complete	Bargmannia_elongata@1339480	249.3	249
331112at33208	Complete	Bargmannia_elongata@1443963	551.2	395
331186at33208	Complete	Bargmannia_elongata@1419826	320.8	450
332870at33208	Complete	Bargmannia_elongata@1295877	248.1	222
333062at33208	Complete	Bargmannia_elongata@1491505	552.8	397
333800at33208	Complete	Bargmannia_elongata@1430900	538.0	640
334272at33208	Complete	Bargmannia_elongata@1403759	297.1	380
334331at33208	Complete	Bargmannia_elongata@1389066	639.5	491
334336at33208	Complete	Bargmannia_elongata@1374411	443.1	415
334342at33208	Complete	Bargmannia_elongata@1319878	492.5	635
334764at33208	Complete	Bargmannia_elongata@1356389	333.2	300
334820at33208	Complete	Bargmannia_elongata@1462753	399.4	288
335107at33208	Complete	Bargmannia_elongata@1381419	307.2	248
336647at33208	Complete	Bargmannia_elongata@1342942	215.6	480
338191at33208	Complete	Bargmannia_elongata@1295529	772.2	482
338482at33208	Complete	Bargmannia_elongata@1435075	446.0	427
339127at33208	Complete	Bargmannia_elongata@1362016	333.6	316
339319at33208	Complete	Bargmannia_elongata@1283670	208.6	232
340558at33208	Complete	Bargmannia_elongata@1470031	505.1	346
340577at33208	Complete	Bargmannia_elongata@1488746	544.9	483
344338at33208	Fragmented	Bargmannia_elongata@1452234	199.2	164
344442at33208	Fragmented	Bargmannia_elongata@1341785	120.9	104
344581at33208	Complete	Bargmannia_elongata@1383354	351.2	243
345099at33208	Complete	Bargmannia_elongata@1379008	702.0	644
345959at33208	Complete	Bargmannia_elongata@1303398	162.9	258
347600at33208	Complete	Bargmannia_elongata@1458427	331.7	217
348449at33208	Complete	Bargmannia_elongata@1431147	274.5	292
348544at33208	Complete	Bargmannia_elongata@1316733	445.5	321
348761at33208	Complete	Bargmannia_elongata@1413781	357.2	235
349064at33208	Fragmented	Bargmannia_elongata@1431261	339.5	220
349627at33208	Complete	Bargmannia_elongata@1451686	245.7	261
351226at33208	Fragmented	Bargmannia_elongata@1469706	85.6	103
352600at33208	Complete	Bargmannia_elongata@1343413	491.1	297
352854at33208	Complete	Bargmannia_elongata@1387716	462.2	356
353286at33208	Complete	Bargmannia_elongata@1422315	315.8	301
353768at33208	Complete	Bargmannia_elongata@1384525	321.8	323
354829at33208	Complete	Bargmannia_elongata@1417276	524.6	279
354949at33208	Complete	Bargmannia_elongata@1441760	343.5	340
355210at33208	Complete	Bargmannia_elongata@1300296	266.5	252
355739at33208	Complete	Bargmannia_elongata@1413049	267.8	247
356175at33208	Complete	Bargmannia_elongata@1412838	197.8	260
356334at33208	Complete	Bargmannia_elongata@1445200	677.3	720
356503at33208	Complete	Bargmannia_elongata@1304245	352.1	259
357580at33208	Complete	Bargmannia_elongata@1362713	385.7	252
359075at33208	Complete	Bargmannia_elongata@1400027	431.9	390
359324at33208	Complete	Bargmannia_elongata@1288132	259.4	210
360379at33208	Complete	Bargmannia_elongata@1489805	266.1	237
360753at33208	Complete	Bargmannia_elongata@1473853	335.2	233
361100at33208	Complete	Bargmannia_elongata@1378306	344.1	233
361203at33208	Complete	Bargmannia_elongata@1490768	553.6	387
361216at33208	Complete	Bargmannia_elongata@1405068	231.7	295
363634at33208	Complete	Bargmannia_elongata@1421910	146.9	200
363840at33208	Complete	Bargmannia_elongata@1418807	252.8	301
363851at33208	Complete	Bargmannia_elongata@1458726	339.1	286
364383at33208	Complete	Bargmannia_elongata@1330364	409.8	311
364694at33208	Complete	Bargmannia_elongata@1462213	571.7	375
365323at33208	Complete	Bargmannia_elongata@1475734	379.9	296
365561at33208	Complete	Bargmannia_elongata@1306278	576.0	360
365691at33208	Complete	Bargmannia_elongata@1363847	288.2	244
366124at33208	Complete	Bargmannia_elongata@1411493	252.8	237
366814at33208	Complete	Bargmannia_elongata@1379841	570.7	379
366936at33208	Complete	Bargmannia_elongata@1447477	443.1	217
367493at33208	Complete	Bargmannia_elongata@1298350	353.1	330
367551at33208	Complete	Bargmannia_elongata@1288548	470.8	296
367596at33208	Duplicated	Bargmannia_elongata@1306466	233.3	331
367596at33208	Duplicated	Bargmannia_elongata@1397662	213.1	360
367957at33208	Complete	Bargmannia_elongata@1464657	455.0	289
368565at33208	Complete	Bargmannia_elongata@1384444	536.1	329
368670at33208	Complete	Bargmannia_elongata@1453002	296.9	215
368875at33208	Complete	Bargmannia_elongata@1448666	196.7	174
371241at33208	Complete	Bargmannia_elongata@1364240	223.1	175
371297at33208	Complete	Bargmannia_elongata@1385613	552.7	328
371526at33208	Complete	Bargmannia_elongata@1486596	484.5	247
372257at33208	Complete	Bargmannia_elongata@1282991	250.4	214
372707at33208	Complete	Bargmannia_elongata@1338206	285.4	170
373040at33208	Complete	Bargmannia_elongata@1415857	425.3	249
376982at33208	Complete	Bargmannia_elongata@1492820	480.3	250
378033at33208	Complete	Bargmannia_elongata@1444101	192.2	279
378316at33208	Complete	Bargmannia_elongata@1437487	484.4	276
378768at33208	Complete	Bargmannia_elongata@1461281	476.1	260
378913at33208	Complete	Bargmannia_elongata@1421185	205.8	150
379076at33208	Complete	Bargmannia_elongata@1393004	183.2	184
379636at33208	Complete	Bargmannia_elongata@1395031	325.4	354
379771at33208	Complete	Bargmannia_elongata@1296262	263.0	247
380583at33208	Complete	Bargmannia_elongata@1490103	479.1	272
381303at33208	Duplicated	Bargmannia_elongata@1484415	161.3	235
381303at33208	Duplicated	Bargmannia_elongata@1387403	137.9	265
382000at33208	Complete	Bargmannia_elongata@1472110	135.0	230
382262at33208	Duplicated	Bargmannia_elongata@1449414	58.5	95
382262at33208	Duplicated	Bargmannia_elongata@1449419	52.2	202
382750at33208	Complete	Bargmannia_elongata@1372587	365.7	317
383313at33208	Complete	Bargmannia_elongata@1423596	314.2	292
384187at33208	Complete	Bargmannia_elongata@1464916	651.1	420
386666at33208	Complete	Bargmannia_elongata@1460512	182.1	224
387079at33208	Complete	Bargmannia_elongata@1291727	231.6	227
387878at33208	Complete	Bargmannia_elongata@1420955	351.3	344
389367at33208	Complete	Bargmannia_elongata@1357381	381.6	239
389527at33208	Complete	Bargmannia_elongata@1428794	703.7	586
389570at33208	Complete	Bargmannia_elongata@1306534	446.0	321
389591at33208	Complete	Bargmannia_elongata@1324379	251.2	215
390192at33208	Complete	Bargmannia_elongata@1430809	420.3	315
390402at33208	Complete	Bargmannia_elongata@1368637	325.2	236
391896at33208	Complete	Bargmannia_elongata@1350368	392.5	269
393219at33208	Complete	Bargmannia_elongata@1313298	214.3	250
393291at33208	Complete	Bargmannia_elongata@1350844	412.7	297
393419at33208	Complete	Bargmannia_elongata@1405144	240.9	300
393895at33208	Complete	Bargmannia_elongata@1293846	679.2	417
395147at33208	Complete	Bargmannia_elongata@1284335	334.0	271
395183at33208	Complete	Bargmannia_elongata@1335323	286.0	173
395556at33208	Complete	Bargmannia_elongata@1305730	273.3	238
395919at33208	Fragmented	Bargmannia_elongata@1354713	174.0	126
395948at33208	Complete	Bargmannia_elongata@1489941	195.9	368
397019at33208	Complete	Bargmannia_elongata@1421795	566.7	323
397659at33208	Complete	Bargmannia_elongata@1307553	314.2	357
398013at33208	Duplicated	Bargmannia_elongata@1401161	441.2	278
398013at33208	Duplicated	Bargmannia_elongata@1401159	416.0	278
398202at33208	Complete	Bargmannia_elongata@1475882	230.8	269
398607at33208	Complete	Bargmannia_elongata@1486424	339.2	219
399092at33208	Fragmented	Bargmannia_elongata@1380796	155.1	97
399439at33208	Complete	Bargmannia_elongata@1381350	164.3	148
400042at33208	Complete	Bargmannia_elongata@1357491	248.9	277
401196at33208	Complete	Bargmannia_elongata@1364510	125.7	149
401220at33208	Complete	Bargmannia_elongata@1395698	493.6	354
401679at33208	Complete	Bargmannia_elongata@1338534	89.3	95
401779at33208	Complete	Bargmannia_elongata@1432368	405.1	274
403171at33208	Complete	Bargmannia_elongata@1354942	305.0	363
403817at33208	Complete	Bargmannia_elongata@1347547	51.8	102
404988at33208	Complete	Bargmannia_elongata@1435011	145.1	185
405257at33208	Complete	Bargmannia_elongata@1451207	337.6	352
406927at33208	Complete	Bargmannia_elongata@1457145	157.6	546
407472at33208	Complete	Bargmannia_elongata@1418747	412.5	312
409006at33208	Complete	Bargmannia_elongata@1370581	403.4	334
409186at33208	Complete	Bargmannia_elongata@1307558	343.1	483
411515at33208	Complete	Bargmannia_elongata@1306299	352.0	261
411664at33208	Complete	Bargmannia_elongata@1426755	192.5	192
411755at33208	Complete	Bargmannia_elongata@1293966	434.4	393
412370at33208	Duplicated	Bargmannia_elongata@1431784	117.4	144
412370at33208	Duplicated	Bargmannia_elongata@1398431	107.5	137
412542at33208	Complete	Bargmannia_elongata@1376474	352.9	229
412930at33208	Complete	Bargmannia_elongata@1438837	339.5	271
413334at33208	Complete	Bargmannia_elongata@1449791	310.1	275
414001at33208	Complete	Bargmannia_elongata@1450436	451.3	276
414571at33208	Complete	Bargmannia_elongata@1307622	385.1	241
414579at33208	Complete	Bargmannia_elongata@1335451	341.5	247
414603at33208	Complete	Bargmannia_elongata@1374957	220.3	476
415618at33208	Complete	Bargmannia_elongata@1328874	206.7	188
416175at33208	Complete	Bargmannia_elongata@1347965	338.2	256
419502at33208	Complete	Bargmannia_elongata@1398404	306.6	215
419914at33208	Complete	Bargmannia_elongata@1329711	334.6	326
421396at33208	Complete	Bargmannia_elongata@1479114	367.0	238
421685at33208	Complete	Bargmannia_elongata@1322293	132.5	202
421732at33208	Complete	Bargmannia_elongata@1403001	184.1	285
422158at33208	Complete	Bargmannia_elongata@1387400	354.5	238
422751at33208	Fragmented	Bargmannia_elongata@1410403	258.6	167
423799at33208	Complete	Bargmannia_elongata@1382354	177.8	199
423848at33208	Complete	Bargmannia_elongata@1300486	126.7	220
424392at33208	Complete	Bargmannia_elongata@1282545	381.4	231
424569at33208	Complete	Bargmannia_elongata@1425747	250.1	159
424646at33208	Complete	Bargmannia_elongata@1289887	125.0	204
427349at33208	Complete	Bargmannia_elongata@1493023	372.2	242
427789at33208	Complete	Bargmannia_elongata@1460432	526.4	401
428202at33208	Complete	Bargmannia_elongata@1375033	540.4	351
428754at33208	Complete	Bargmannia_elongata@1457864	267.7	347
429011at33208	Complete	Bargmannia_elongata@1321240	161.4	163
429274at33208	Complete	Bargmannia_elongata@1454968	231.9	209
429751at33208	Complete	Bargmannia_elongata@1298434	183.4	406
430701at33208	Complete	Bargmannia_elongata@1416083	156.5	185
432050at33208	Complete	Bargmannia_elongata@1433192	386.7	243
432155at33208	Complete	Bargmannia_elongata@1383505	202.8	169
432522at33208	Complete	Bargmannia_elongata@1365059	109.4	124
433216at33208	Complete	Bargmannia_elongata@1331230	367.8	254
433606at33208	Fragmented	Bargmannia_elongata@1430728	157.0	164
434068at33208	Fragmented	Bargmannia_elongata@1474394	258.5	288
434863at33208	Complete	Bargmannia_elongata@1310097	336.8	245
435253at33208	Complete	Bargmannia_elongata@1404285	144.0	265
435678at33208	Complete	Bargmannia_elongata@1396350	290.4	283
435921at33208	Complete	Bargmannia_elongata@1422515	166.2	106
435939at33208	Complete	Bargmannia_elongata@1457783	177.3	163
436007at33208	Complete	Bargmannia_elongata@1466308	614.0	409
436098at33208	Complete	Bargmannia_elongata@1491622	211.1	199
436539at33208	Complete	Bargmannia_elongata@1484129	247.3	193
437653at33208	Complete	Bargmannia_elongata@1339738	149.4	135
438133at33208	Complete	Bargmannia_elongata@1350910	486.1	284
438433at33208	Complete	Bargmannia_elongata@1474871	338.2	202
438453at33208	Complete	Bargmannia_elongata@1454068	401.9	241
439736at33208	Complete	Bargmannia_elongata@1323059	499.6	370
440195at33208	Fragmented	Bargmannia_elongata@1453678	211.4	136
440493at33208	Complete	Bargmannia_elongata@1426520	267.3	284
441575at33208	Complete	Bargmannia_elongata@1368024	516.0	600
442169at33208	Duplicated	Bargmannia_elongata@1351670	376.8	330
442169at33208	Duplicated	Bargmannia_elongata@1353360	360.8	326
442203at33208	Fragmented	Bargmannia_elongata@1394341	284.7	182
442823at33208	Complete	Bargmannia_elongata@1475314	354.9	336
443305at33208	Complete	Bargmannia_elongata@1380628	359.8	431
443518at33208	Complete	Bargmannia_elongata@1382723	377.7	241
443659at33208	Complete	Bargmannia_elongata@1437057	143.6	124
443928at33208	Complete	Bargmannia_elongata@1336215	425.0	291
444160at33208	Complete	Bargmannia_elongata@1474392	280.4	207
444231at33208	Complete	Bargmannia_elongata@1404033	140.7	124
445031at33208	Duplicated	Bargmannia_elongata@1464539	341.1	306
445031at33208	Duplicated	Bargmannia_elongata@1384303	325.5	307
445091at33208	Complete	Bargmannia_elongata@1330515	219.0	299
446000at33208	Complete	Bargmannia_elongata@1354116	301.2	214
446031at33208	Complete	Bargmannia_elongata@1419402	325.8	240
447320at33208	Complete	Bargmannia_elongata@1443681	195.2	237
447400at33208	Complete	Bargmannia_elongata@1482104	145.3	136
448196at33208	Complete	Bargmannia_elongata@1308168	351.7	194
448514at33208	Complete	Bargmannia_elongata@1397723	269.8	272
449056at33208	Complete	Bargmannia_elongata@1375868	247.5	285
449139at33208	Complete	Bargmannia_elongata@1444100	456.3	317
449189at33208	Complete	Bargmannia_elongata@1475672	590.6	402
450643at33208	Complete	Bargmannia_elongata@1480033	168.7	198
450785at33208	Complete	Bargmannia_elongata@1296483	121.6	110
451242at33208	Complete	Bargmannia_elongata@1318130	238.7	208
451957at33208	Complete	Bargmannia_elongata@1458059	406.4	279
452208at33208	Complete	Bargmannia_elongata@1490762	223.4	179
452499at33208	Complete	Bargmannia_elongata@1404106	333.4	279
452574at33208	Complete	Bargmannia_elongata@1378967	426.4	344
453049at33208	Complete	Bargmannia_elongata@1482938	217.7	279
453052at33208	Complete	Bargmannia_elongata@1352816	393.1	322
453056at33208	Complete	Bargmannia_elongata@1292100	462.5	368
453687at33208	Fragmented	Bargmannia_elongata@1321465	211.6	182
454911at33208	Complete	Bargmannia_elongata@1354439	611.4	626
455512at33208	Complete	Bargmannia_elongata@1360203	178.0	169
455941at33208	Complete	Bargmannia_elongata@1480252	251.9	253
456998at33208	Complete	Bargmannia_elongata@1473739	226.2	215
457777at33208	Complete	Bargmannia_elongata@1487536	493.5	320
458807at33208	Complete	Bargmannia_elongata@1311360	398.6	278
458974at33208	Complete	Bargmannia_elongata@1356109	131.4	145
458988at33208	Complete	Bargmannia_elongata@1423924	505.7	425
459253at33208	Complete	Bargmannia_elongata@1312899	292.4	211
460518at33208	Fragmented	Bargmannia_elongata@1338205	155.2	99
461123at33208	Complete	Bargmannia_elongata@1406781	182.2	215
461193at33208	Complete	Bargmannia_elongata@1379397	220.9	208
462325at33208	Complete	Bargmannia_elongata@1322689	363.2	294
462897at33208	Complete	Bargmannia_elongata@1485417	380.1	313
463071at33208	Complete	Bargmannia_elongata@1411611	266.0	247
464204at33208	Complete	Bargmannia_elongata@1354592	362.1	297
464243at33208	Complete	Bargmannia_elongata@1446883	68.4	88
464286at33208	Complete	Bargmannia_elongata@1333248	357.3	375
464312at33208	Complete	Bargmannia_elongata@1451113	244.0	282
464987at33208	Complete	Bargmannia_elongata@1303286	263.2	165
465092at33208	Complete	Bargmannia_elongata@1416786	303.4	215
465401at33208	Complete	Bargmannia_elongata@1489890	232.3	259
465512at33208	Fragmented	Bargmannia_elongata@1387708	362.1	324
465651at33208	Fragmented	Bargmannia_elongata@1319218	83.8	78
465703at33208	Complete	Bargmannia_elongata@1404375	267.5	200
465933at33208	Complete	Bargmannia_elongata@1404069	272.0	238
466616at33208	Complete	Bargmannia_elongata@1422913	487.7	594
466942at33208	Complete	Bargmannia_elongata@1484622	134.5	202
467106at33208	Complete	Bargmannia_elongata@1327718	321.7	272
467142at33208	Complete	Bargmannia_elongata@1457854	230.5	215
467744at33208	Duplicated	Bargmannia_elongata@1370590	255.2	237
467744at33208	Duplicated	Bargmannia_elongata@1303351	244.6	257
468248at33208	Complete	Bargmannia_elongata@1407706	402.2	270
468359at33208	Complete	Bargmannia_elongata@1469742	372.9	251
468631at33208	Complete	Bargmannia_elongata@1443778	155.7	169
468710at33208	Duplicated	Bargmannia_elongata@1293457	129.4	157
468710at33208	Duplicated	Bargmannia_elongata@1419365	121.3	155
468757at33208	Complete	Bargmannia_elongata@1407392	343.5	272
469367at33208	Complete	Bargmannia_elongata@1406859	310.2	302
470523at33208	Complete	Bargmannia_elongata@1482970	215.2	173
471608at33208	Complete	Bargmannia_elongata@1471272	309.6	232
471787at33208	Complete	Bargmannia_elongata@1470828	357.0	293
472313at33208	Complete	Bargmannia_elongata@1380744	356.5	250
472352at33208	Complete	Bargmannia_elongata@1356520	186.3	220
473106at33208	Complete	Bargmannia_elongata@1371819	420.8	320
474144at33208	Complete	Bargmannia_elongata@1406838	210.1	198
474302at33208	Complete	Bargmannia_elongata@1371385	213.5	311
474387at33208	Complete	Bargmannia_elongata@1427105	367.1	318
475826at33208	Fragmented	Bargmannia_elongata@1321690	165.4	130
476036at33208	Complete	Bargmannia_elongata@1372883	323.9	237
477939at33208	Complete	Bargmannia_elongata@1327140	260.5	267
477998at33208	Complete	Bargmannia_elongata@1406817	258.0	372
478073at33208	Complete	Bargmannia_elongata@1380867	399.7	225
478984at33208	Complete	Bargmannia_elongata@1383886	333.2	268
480700at33208	Complete	Bargmannia_elongata@1457599	166.8	161
480735at33208	Complete	Bargmannia_elongata@1299266	312.9	243
481557at33208	Complete	Bargmannia_elongata@1467211	196.8	282
482691at33208	Complete	Bargmannia_elongata@1425460	394.0	251
483489at33208	Complete	Bargmannia_elongata@1475439	232.7	266
485003at33208	Complete	Bargmannia_elongata@1423961	255.2	205
485696at33208	Complete	Bargmannia_elongata@1331206	213.2	223
486370at33208	Complete	Bargmannia_elongata@1328263	237.5	272
486431at33208	Complete	Bargmannia_elongata@1332768	374.4	373
486743at33208	Complete	Bargmannia_elongata@1462221	132.6	179
486993at33208	Complete	Bargmannia_elongata@1285572	183.7	177
487873at33208	Complete	Bargmannia_elongata@1383604	119.8	124
487987at33208	Complete	Bargmannia_elongata@1406913	144.3	150
488559at33208	Duplicated	Bargmannia_elongata@1395343	196.9	167
488559at33208	Duplicated	Bargmannia_elongata@1395346	193.3	167
488635at33208	Fragmented	Bargmannia_elongata@1428798	82.5	94
489359at33208	Duplicated	Bargmannia_elongata@1343976	176.6	211
489359at33208	Duplicated	Bargmannia_elongata@1343973	176.4	202
489858at33208	Complete	Bargmannia_elongata@1321141	174.3	179
489997at33208	Complete	Bargmannia_elongata@1450143	289.9	321
490248at33208	Complete	Bargmannia_elongata@1401164	198.0	161
491252at33208	Complete	Bargmannia_elongata@1461329	186.7	179
491289at33208	Complete	Bargmannia_elongata@1363858	271.6	246
492033at33208	Complete	Bargmannia_elongata@1389362	294.8	168
493913at33208	Complete	Bargmannia_elongata@1382467	415.9	372
494057at33208	Fragmented	Bargmannia_elongata@1345182	141.2	115
495100at33208	Complete	Bargmannia_elongata@1445781	402.2	217
495175at33208	Complete	Bargmannia_elongata@1492799	232.9	179
