Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0006030,TVG,Q8NI77|KI18A_HUMAN Kinesin-like protein KIF18A,Bargmannia elongata,GasdevGasmat,1.43074864368395,1307369,NA
OG0004016,TVG,Q9NR30|DDX21_HUMAN Nucleolar RNA helicase 2 {ECO:0000305},Bargmannia elongata,GasdevGasmat,1.0240800435044108,1445269,aadacd4b8b8db5ec6a8a3475acd7d8ba
OG0004124,TVG,Q66L58|VAC14_DANRE Protein VAC14 homolog,Bargmannia elongata,GasdevGasmat,1.1291731565687477,1406203,ac09dbae794a12023f936ebb0d9cad06
OG0004135,TVG,Q5ZLT0|XPO7_CHICK Exportin-7,Bargmannia elongata,GasdevGasmat,1.1752704299278125,1407764,NA
OG0004153,TVG,Q8VI60|SULF1_RAT Extracellular sulfatase Sulf-1,Bargmannia elongata,GasdevGasmat,0.9388161443578714,1390132,f6126d5e908c3a2f7fac8bc2d2c8397d
OG0004182,TVG,P20936|RASA1_HUMAN Ras GTPase-activating protein 1,Bargmannia elongata,GasdevGasmat,1.2291509583968492,1359612,963b33c0a0490ebd1650c53edcea1c33
OG0004190,TVG,Q6UXG2|K1324_HUMAN UPF0577 protein KIAA1324,Bargmannia elongata,GasdevGasmat,0.9815680359319344,1298829,85d5def2527734d2613cc2259bfa47ba
OG0004225,TVG,Q9DC40|TELO2_MOUSE Telomere length regulation protein TEL2 homolog,Bargmannia elongata,GasdevGasmat,1.1963865029877885,1464781,7f5bb655dd9363732e10e1d4353b77bb
OG0004231,TVG,Q9EQW8|NDST4_MOUSE Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4,Bargmannia elongata,GasdevGasmat,0.975402411980142,1457584,eeaf04a7dfa30a6a8114f031169b8b29
OG0004171,TVG,Q9PVK2|ENOA_ALLMI Alpha-enolase,Bargmannia elongata,GasdevGasmat,1.0033139981224648,1482536,NA
OG0004208,TVG,Q3T1G7|COG7_RAT Conserved oligomeric Golgi complex subunit 7,Bargmannia elongata,GasdevGasmat,1.0700254466302304,1425775,a6148c2a2bf025c6652d7300e893d80b
OG0004280,TVG,Q71B07|D19L3_MOUSE Probable C-mannosyltransferase DPY19L3,Bargmannia elongata,GasdevGasmat,1.2007332913930064,1471449,15638cf889d185250abdacf25077c1dd
OG0004184,TVG,Q5XPI4|RN123_HUMAN E3 ubiquitin-protein ligase RNF123,Bargmannia elongata,GasdevGasmat,0.9897006010009397,1284489,NA
OG0004261,TVG,Q86VS8|HOOK3_HUMAN Protein Hook homolog 3,Bargmannia elongata,GasdevGasmat,0.9083833719944192,1400313,NA
OG0004268,TVG,Q96RW7|HMCN1_HUMAN Hemicentin-1,Bargmannia elongata,GasdevGasmat,0.9467589072301696,1313350,NA
OG0004285,TVG,Q5R733|CPEB1_PONAB Cytoplasmic polyadenylation element-binding protein 1,Bargmannia elongata,GasdevGasmat,0.799401423492695,1406348,NA
OG0004305,TVG,P25071|CML12_ARATH Calmodulin-like protein 12,Bargmannia elongata,GasdevGasmat,1.024324477593324,1393232,1019786d3ac3b4cb431761143cd3b1f8
OG0004255,TVG,Q6NS52|DGKB_MOUSE Diacylglycerol kinase beta,Bargmannia elongata,GasdevGasmat,0.940050403755461,1349144,e8e9002d99f70db1781266ac6c630aa6
OG0004279,TVG,"H9D1R1|TXD12_EPICO Thioredoxin domain-containing protein 12 {ECO:0000303|PubMed:22789714, ECO:0000312|EMBL:AFD54638.1}",Bargmannia elongata,GasdevGasmat,1.1948068486974708,1359344,NA
OG0004288,TVG,Q9Y3B3|TMED7_HUMAN Transmembrane emp24 domain-containing protein 7,Bargmannia elongata,GasdevGasmat,1.0553245906360391,1347818,09360e59a88ae6de2e78941f3df87aed
OG0003806,TVG,Q9HAV0|GBB4_HUMAN Guanine nucleotide-binding protein subunit beta-4,Bargmannia elongata,GasdevGasmat,0.9367070908448919,1403065,NA
OG0003795,TVG,Q9H3S7|PTN23_HUMAN Tyrosine-protein phosphatase non-receptor type 23,Bargmannia elongata,GasdevGasmat,1.1269107592235375,1368676,NA
OG0004343,TVG,P48508|GSH0_RAT Glutamate--cysteine ligase regulatory subunit,Bargmannia elongata,GasdevGasmat,0.7537118259994743,1431784,4c347bda6e07ac5525dfccc831daf4d5
OG0004354,TVG,Q6P7A2|UBE4A_RAT Ubiquitin conjugation factor E4 A {ECO:0000305},Bargmannia elongata,GasdevGasmat,1.1305218951236706,1320603,f1b47342845069388036b198e79d0a63
OG0003367,TVG,"Q3ZCH0|GRP75_BOVIN Stress-70 protein, mitochondrial",Bargmannia elongata,GasdevGasmat,0.9946411433243233,1305922,a2ef38e5bc68e2a12e7f5aa4e5ae3051
OG0004235,TVG,P25228|RAB3_DROME Ras-related protein Rab-3,Bargmannia elongata,GasdevGasmat,0.903604451132966,1347663,NA
OG0004355,TVG,Q571H0|NPA1P_MOUSE Nucleolar pre-ribosomal-associated protein 1,Bargmannia elongata,GasdevGasmat,1.1557696458653004,1376998,d62b3ef5d446fae0e45bb5dcd07bf7dd
OG0004903,TVG,Q9H3U7|SMOC2_HUMAN SPARC-related modular calcium-binding protein 2,Bargmannia elongata,GasdevGasmat,1.16302288768702,1445189,cc83734e14c1d42c1b69fd2671aaa616
OG0004240,TVG,Q80TI1|PKHH1_MOUSE Pleckstrin homology domain-containing family H member 1,Bargmannia elongata,GasdevGasmat,0.9152961276435018,1461626,d6c93adca245e4f7733deb6b51dadb8b
OG0004423,TVG,Q8R1U1|COG4_MOUSE Conserved oligomeric Golgi complex subunit 4,Bargmannia elongata,GasdevGasmat,1.0665604547889134,1282423,NA
OG0003542,TVG,Q8BG58|P4HTM_MOUSE Transmembrane prolyl 4-hydroxylase,Bargmannia elongata,GasdevGasmat,1.0999950404244283,1450093,1e448fa97ec7a23a95e39442d5262c0c
OG0004481,TVG,Q8WUQ7|CATIN_HUMAN Cactin,Bargmannia elongata,GasdevGasmat,1.1452221849561568,1389066,4df95dc3af3619816ac73fe6608daa58
OG0004547,TVG,P62282|RS11_RAT 40S ribosomal protein S11,Bargmannia elongata,GasdevGasmat,1.0543810838162122,1284806,NA
OG0003522,TVG,Q9Y5Y0|FLVC1_HUMAN Feline leukemia virus subgroup C receptor-related protein 1,Bargmannia elongata,GasdevGasmat,0.9014980927049179,1367377,a381686740083da6c0a79f27a2f9d0f6
OG0004439,TVG,Q90YW0|RL9_ICTPU 60S ribosomal protein L9,Bargmannia elongata,GasdevGasmat,1.0539862784373084,1491080,NA
OG0004573,TVG,Q6PFJ7|NSMA3_DANRE Sphingomyelin phosphodiesterase 4,Bargmannia elongata,GasdevGasmat,1.1281515318094635,1411871,29a953e46c004ad1317bab186b09debc
OG0004604,TVG,Q7XP59|GLR31_ORYSJ Glutamate receptor 3.1,Bargmannia elongata,GasdevGasmat,1.1278219875345914,1463015,443d3f53297c9e23778ce5ea064141fc
OG0003448,TVG,P42892|ECE1_HUMAN Endothelin-converting enzyme 1,Bargmannia elongata,GasdevGasmat,0.9594497451970864,1308510,NA
OG0004532,TVG,Q4R591|G6PI_MACFA Glucose-6-phosphate isomerase,Bargmannia elongata,GasdevGasmat,1.020338793381286,1368363,NA
OG0004957,TVG,Q9VMA7|TGO1_DROME Transport and Golgi organization protein 1,Bargmannia elongata,GasdevGasmat,1.1151151936343682,1435766,NA
OG0007150,TVG,"Q8N8Z6|DCBD1_HUMAN Discoidin, CUB and LCCL domain-containing protein 1",Bargmannia elongata,GasdevGasmat,1.0091058990088912,1404994,NA
OG0007273,TVG,Q91905|FXI1B_XENLA Forkhead box protein I1-B,Bargmannia elongata,GasdevGasmat,0.8837503215268997,1488679,NA
OG0007322,TVG,Q91905|FXI1B_XENLA Forkhead box protein I1-B,Bargmannia elongata,GasdevGasmat,1.186479635882132,1368473,NA
OG0004433,TVG,Q9WV92|E41L3_MOUSE Band 4.1-like protein 3,Bargmannia elongata,GasdevGasmat,0.9576667764413178,1468691,d2ecb42e98fb57d6f4eccba06f825e2a
OG0004552,TVG,Q9D1E5|LMBRL_MOUSE Protein LMBR1L,Bargmannia elongata,GasdevGasmat,1.1937923023368937,1316012,2a0e93b0755625d9aa909a7e727fb783
OG0004585,TVG,Q8CHT3|INT5_MOUSE Integrator complex subunit 5,Bargmannia elongata,GasdevGasmat,1.247631809384495,1339283,NA
OG0004590,TVG,Q4V8A2|CDC27_RAT Cell division cycle protein 27 homolog,Bargmannia elongata,GasdevGasmat,1.03199211405965,1313321,b74136ac8cff2082955bb708213a01e1
OG0004685,TVG,Q9ESJ4|SPN90_MOUSE NCK-interacting protein with SH3 domain,Bargmannia elongata,GasdevGasmat,1.0258712925686018,1290168,1d7daef1e2a46b4d67d4332b93166736
OG0004664,TVG,Q8BRH4|KMT2C_MOUSE Histone-lysine N-methyltransferase 2C,Bargmannia elongata,GasdevGasmat,1.0712837806172002,1401829,d27ff92ca2dc6ffa25b7d6c9451cf014
OG0005938,TVG,Q8C6K9|CO6A6_MOUSE Collagen alpha-6(VI) chain,Bargmannia elongata,GasdevGasmat,0.9722848717972098,1317828,NA
OG0004369,TVG,P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase,Bargmannia elongata,GasdevGasmat,0.9248015531999643,1451833,e67424372e44ffe636d961f13624faf7
OG0004714,TVG,Q9ERG2|STRN3_MOUSE Striatin-3,Bargmannia elongata,GasdevGasmat,0.9871454740996589,1471393,966d2cb6ea2cf0ae2c018937f6020296
OG0003435,TVG,Q9Y230|RUVB2_HUMAN RuvB-like 2,Bargmannia elongata,GasdevGasmat,1.1839345580776799,1416690,NA
OG0004616,TVG,P46778|RL21_HUMAN 60S ribosomal protein L21,Bargmannia elongata,GasdevGasmat,1.0590967475776707,1392178,NA
OG0004727,TVG,Q70JA7|CHSS3_HUMAN Chondroitin sulfate synthase 3,Bargmannia elongata,GasdevGasmat,1.1367965619171165,1461839,2b015d0d18e9e8fa39b82b4ff4e4612c
OG0004811,TVG,Q8IVT5|KSR1_HUMAN Kinase suppressor of Ras 1,Bargmannia elongata,GasdevGasmat,1.000092863866618,1397930,NA
OG0004814,TVG,Q7L5Y6|DET1_HUMAN DET1 homolog,Bargmannia elongata,GasdevGasmat,1.052999909357544,1293429,NA
OG0004540,TVG,"P09623|DLDH_PIG Dihydrolipoyl dehydrogenase, mitochondrial",Bargmannia elongata,GasdevGasmat,1.0523772421121838,1351843,893967b58b8a812375c8379624bc662b
OG0004689,TVG,Q96RF0|SNX18_HUMAN Sorting nexin-18,Bargmannia elongata,GasdevGasmat,1.110874026983816,1461272,d6222e78e70e6341a5f4f30cdc3a72f0
OG0004896,TVG,Q9Y3M9|ZN337_HUMAN Zinc finger protein 337,Bargmannia elongata,GasdevGasmat,0.8603528055422334,1333694,c68eaae43a6da428c5c5780328a86739
OG0004910,TVG,Q9UBQ7|GRHPR_HUMAN Glyoxylate reductase/hydroxypyruvate reductase,Bargmannia elongata,GasdevGasmat,1.110593051270477,1305969,NA
OG0004657,TVG,P91427|PGK_CAEEL Probable phosphoglycerate kinase,Bargmannia elongata,GasdevGasmat,0.9850292357261683,1435762,NA
OG0003409,TVG,Q62381|TLL1_MOUSE Tolloid-like protein 1,Bargmannia elongata,GasdevGasmat,1.2087425624544985,1410656,NA
OG0003901,TVG,Q5NVI9|DNJA1_PONAB DnaJ homolog subfamily A member 1,Bargmannia elongata,GasdevGasmat,1.003769056932901,1368549,3d9839e2933adcb4c1b18c84d0f4dce5
OG0004838,TVG,Q5R5F2|COPZ1_PONAB Coatomer subunit zeta-1,Bargmannia elongata,GasdevGasmat,1.005374141524346,1391057,NA
OG0005025,TVG,Q7YQK9|TSN7_PONPY Tetraspanin-7,Bargmannia elongata,GasdevGasmat,0.8588919034110768,1363799,NA
OG0005043,TVG,Q8K3X2|FCL_CRIGR GDP-L-fucose synthase,Bargmannia elongata,GasdevGasmat,1.097790098124346,1461296,NA
OG0004911,TVG,Q9W5E1|RBX1A_DROME RING-box protein 1A,Bargmannia elongata,GasdevGasmat,1.0488162526106637,1425883,NA
OG0005049,TVG,"Q3T0B6|C1QBP_BOVIN Complement component 1 Q subcomponent-binding protein, mitochondrial",Bargmannia elongata,GasdevGasmat,1.1912337161995332,1398870,58527e94f37f62cac22a5e2e8af3e578
OG0004985,TVG,P55197|AF10_HUMAN Protein AF-10,Bargmannia elongata,GasdevGasmat,1.2477619554247206,1334766,740a87859f9da74b7e54c88a41e8cb71
OG0004990,TVG,Q6DCE3|ZNT9_XENLA Zinc transporter 9,Bargmannia elongata,GasdevGasmat,1.000687420105785,1361530,9c63d21e07f751119f30ba373c8fa88c
OG0005067,TVG,Q8K2C9|HACD3_MOUSE Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 {ECO:0000305},Bargmannia elongata,GasdevGasmat,0.9687122355604321,1293479,6938619a50dd0f702ebf4e2f06418a4b
OG0003878,TVG,Q5ZMP6|AP2M1_CHICK AP-2 complex subunit mu,Bargmannia elongata,GasdevGasmat,1.0128482472091953,1441174,NA
OG0004738,TVG,P62246|RS15A_RAT 40S ribosomal protein S15a,Bargmannia elongata,GasdevGasmat,1.0389071478955296,1469130,NA
OG0004975,TVG,Q6EE31|TCPQ_CHICK T-complex protein 1 subunit theta,Bargmannia elongata,GasdevGasmat,1.0601582327165935,1480058,NA
OG0004987,TVG,A7RJI7|CCZ1_NEMVE Vacuolar fusion protein CCZ1 homolog,Bargmannia elongata,GasdevGasmat,1.1352078219535244,1347273,42127106b1622fb18599bc4a61b55c07
OG0005001,TVG,Q9EQS0|TALDO_RAT Transaldolase,Bargmannia elongata,GasdevGasmat,1.0981649533944664,1377121,NA
OG0005026,TVG,"P30038|AL4A1_HUMAN Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Bargmannia elongata,GasdevGasmat,1.054064248409856,1431213,NA
OG0005058,TVG,Q9GRC0|MOS_PATPE Serine/threonine-protein kinase mos {ECO:0000250|UniProtKB:P10741},Bargmannia elongata,GasdevGasmat,1.1547408527070768,1336096,NA
OG0005208,TVG,"P0C026|NUD24_ARATH Nudix hydrolase 24, chloroplastic",Bargmannia elongata,GasdevGasmat,0.9982240167207466,1377091,77f265d0a142d235a7cb8cc2bca43546
OG0007135,TVG,Q9Y4X4|KLF12_HUMAN Krueppel-like factor 12,Bargmannia elongata,GasdevGasmat,0.742959803249926,1332473,e7e189bafbf6f8ca89bb1e62a31617b7
OG0005014,TVG,"G5EFZ1|GPMI_CAEEL 2,3-bisphosphoglycerate-independent phosphoglycerate mutase {ECO:0000305|PubMed:15234973}",Bargmannia elongata,GasdevGasmat,1.0174926362569303,1423530,NA
OG0005032,TVG,Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1,Bargmannia elongata,GasdevGasmat,1.1129881716704946,1489211,NA
OG0005066,TVG,Q6GQ69|FAF2B_XENLA FAS-associated factor 2-B,Bargmannia elongata,GasdevGasmat,1.0125416549769362,1475314,19f981dab518037af403f9f3d75051f6
OG0005118,TVG,Q9H6Q4|NARFL_HUMAN Cytosolic Fe-S cluster assembly factor NARFL,Bargmannia elongata,GasdevGasmat,1.007391943476065,1450181,5ead4af1cb4cff389169a1fe7b09a72f
OG0005227,TVG,Q5RD33|APBA2_PONAB Amyloid beta A4 precursor protein-binding family A member 2,Bargmannia elongata,GasdevGasmat,1.0122331339728565,1386200,NA
OG0005311,TVG,Q8WV93|LACE1_HUMAN Lactation elevated protein 1,Bargmannia elongata,GasdevGasmat,1.2332420098997334,1342956,ebee3bf9720549661d1b207e9eb10d2f
OG0003348,TVG,Q9DBN9|DDX59_MOUSE Probable ATP-dependent RNA helicase DDX59,Bargmannia elongata,GasdevGasmat,0.9649186983378317,1337756,96e98b377bbf70db4b8d0db1a10db7ee
OG0003463,TVG,P53041|PPP5_HUMAN Serine/threonine-protein phosphatase 5,Bargmannia elongata,GasdevGasmat,1.2046155656474269,1362037,dd8605c65e3c7ddbd9fba1390d7a41e7
OG0005191,TVG,A7SPX9|EIF3M_NEMVE Eukaryotic translation initiation factor 3 subunit M {ECO:0000255|HAMAP-Rule:MF_03012},Bargmannia elongata,GasdevGasmat,1.0561930189185156,1384525,9aae5746f8ef03e908f875ec7bce516b
OG0005202,TVG,Q9QZ73|DCNL1_MOUSE DCN1-like protein 1,Bargmannia elongata,GasdevGasmat,1.1251162227524456,1292719,NA
OG0005205,TVG,Q8BK64|AHSA1_MOUSE Activator of 90 kDa heat shock protein ATPase homolog 1,Bargmannia elongata,GasdevGasmat,1.0686453601338195,1456228,9fe5b1dcbfd4189b959607259b502764
OG0005229,TVG,Q58E76|ATD3A_XENLA ATPase family AAA domain-containing protein 3-A,Bargmannia elongata,GasdevGasmat,1.1187973750161178,1299626,7673c6f1b130297d1e5bc1c2d24e945a
OG0005243,TVG,"Q8HXY4|ODBA_MACFA 2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Bargmannia elongata,GasdevGasmat,0.9928253944818994,1400380,NA
OG0005293,TVG,Q8CF89|TAB1_MOUSE TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,Bargmannia elongata,GasdevGasmat,0.9774469685860676,1458314,8e028d07a672340f7a8eae7955a8d7f4
OG0005343,TVG,Q6ZV70|LANC3_HUMAN LanC-like protein 3,Bargmannia elongata,GasdevGasmat,1.1447668361129868,1371504,NA
OG0005585,TVG,Q9UQB3|CTND2_HUMAN Catenin delta-2,Bargmannia elongata,GasdevGasmat,0.9500843152247497,1493007,813fc8fa4022ff4ba937e1622e0007c9
OG0005295,TVG,Q5BJ68|NB5R2_XENTR NADH-cytochrome b5 reductase 2,Bargmannia elongata,GasdevGasmat,1.1390111441228388,1344294,NA
OG0005368,TVG,"P35738|ODBB_RAT 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",Bargmannia elongata,GasdevGasmat,1.0238835859862976,1348660,NA
OG0005433,TVG,Q8IZN3|ZDH14_HUMAN Probable palmitoyltransferase ZDHHC14,Bargmannia elongata,GasdevGasmat,1.0766841677373236,1412004,NA
OG0005580,TVG,A9CB34|SFI1_PAPAN Protein SFI1 homolog,Bargmannia elongata,GasdevGasmat,1.0257259518118917,1384674,895631961ba45b4ef019476a671daffc
OG0005581,TVG,B0KWR6|SFI1_CALJA Protein SFI1 homolog,Bargmannia elongata,GasdevGasmat,0.9753226354453232,1430737,895631961ba45b4ef019476a671daffc
OG0006068,TVG,Q9BSE4|HERP2_HUMAN Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,Bargmannia elongata,GasdevGasmat,0.9788039933727755,1338135,NA
OG0005305,TVG,Q803C9|PTSS1_DANRE Phosphatidylserine synthase 1,Bargmannia elongata,GasdevGasmat,1.14405070095432,1430985,NA
OG0003687,TVG,Q9Y6V7|DDX49_HUMAN Probable ATP-dependent RNA helicase DDX49,Bargmannia elongata,GasdevGasmat,1.2205774383390835,1426010,b4f8bab9d4b5ed5e60d829733fb59ab0
OG0005054,TVG,Q8IVI9|NOSTN_HUMAN Nostrin,Bargmannia elongata,GasdevGasmat,0.9774622672129619,1465573,455c7ac994a28e9f0059e1127dd5d644
OG0005355,TVG,"P52209|6PGD_HUMAN 6-phosphogluconate dehydrogenase, decarboxylating",Bargmannia elongata,GasdevGasmat,0.9893979909486543,1323802,NA
OG0005366,TVG,Q5R9I4|TV23B_PONAB Golgi apparatus membrane protein TVP23 homolog B,Bargmannia elongata,GasdevGasmat,1.1135664340521505,1360668,NA
OG0005373,TVG,Q5RDQ8|GRM7_PONAB Metabotropic glutamate receptor 7,Bargmannia elongata,GasdevGasmat,0.9302634265571956,1479692,72b1907070d819f6451f6e8308860789
OG0005531,TVG,Q9NYH9|UTP6_HUMAN U3 small nucleolar RNA-associated protein 6 homolog,Bargmannia elongata,GasdevGasmat,1.2458375843418017,1356168,c8fca582791684802c34500274034587
OG0005629,TVG,Q9JJJ7|PORCN_MOUSE Protein-serine O-palmitoleoyltransferase porcupine {ECO:0000305},Bargmannia elongata,GasdevGasmat,1.246153624320229,1436787,a605185cdc5586fdb8bfe3c5cfb78ee0
OG0005501,TVG,Q96DF8|DGC14_HUMAN Protein DGCR14,Bargmannia elongata,GasdevGasmat,1.2921101031222189,1493043,NA
OG0005773,TVG,O60494|CUBN_HUMAN Cubilin,Bargmannia elongata,GasdevGasmat,0.9025870255913446,1386032,NA
OG0003431,TVG,Q32KM1|TBG2_BOVIN Tubulin gamma-2 chain,Bargmannia elongata,GasdevGasmat,1.099632542230275,1395467,NA
OG0003596,TVG,P13466|GELA_DICDI Gelation factor,Bargmannia elongata,GasdevGasmat,0.8062989962643319,1454268,3fdfc47a41b66234148f6206f8c72bd5
OG0004061,TVG,Q9U1I1|ESN_DROME Protein espinas,Bargmannia elongata,GasdevGasmat,0.9610303289274513,1377461,e19617979b5bb551cfb6373de86e2205
OG0005497,TVG,Q5RBN9|TAD2B_PONAB Transcriptional adapter 2-beta,Bargmannia elongata,GasdevGasmat,1.0518605802625656,1491554,a8667ab3a69758f538ceb43abb060b89
OG0005584,TVG,Q9JI99|SGPP1_MOUSE Sphingosine-1-phosphate phosphatase 1,Bargmannia elongata,GasdevGasmat,0.9382401149768279,1342451,06cf3fcca4f3926077ff6b2bc9741c96
OG0005686,TVG,Q8BR65|SDS3_MOUSE Sin3 histone deacetylase corepressor complex component SDS3,Bargmannia elongata,GasdevGasmat,1.1005491204877198,1459155,295a5780e2f9c2c9a9b200c18472e30f
OG0005715,TVG,Q96RK4|BBS4_HUMAN Bardet-Biedl syndrome 4 protein,Bargmannia elongata,GasdevGasmat,1.108997992212134,1462753,a6d1ea8e92fd848b4288271cbab6c383
OG0005728,TVG,"Q8IVH4|MMAA_HUMAN Methylmalonic aciduria type A protein, mitochondrial",Bargmannia elongata,GasdevGasmat,1.2813246700270422,1352907,NA
OG0005802,TVG,O95980|RECK_HUMAN Reversion-inducing cysteine-rich protein with Kazal motifs,Bargmannia elongata,GasdevGasmat,0.8839838284804192,1406927,a464225c8d418f701010a7e73ae15d7a
OG0005842,TVG,A4QNN3|UBP30_XENTR Ubiquitin carboxyl-terminal hydrolase 30,Bargmannia elongata,GasdevGasmat,1.0585078657859632,1428007,6944f875ac40fc2dac29dffc2a3aecc0
OG0005602,TVG,"Q6GVM3|IF1AY_PANTR Eukaryotic translation initiation factor 1A, Y-chromosomal",Bargmannia elongata,GasdevGasmat,1.0466923331920697,1383950,NA
OG0005622,TVG,"Q9UMS0|NFU1_HUMAN NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",Bargmannia elongata,GasdevGasmat,1.1494160949014316,1469609,aebadc92458729d2c188413327639b87
OG0005632,TVG,Q80YQ8|RMD5A_MOUSE Protein RMD5 homolog A,Bargmannia elongata,GasdevGasmat,1.034522341682924,1434268,NA
OG0005680,TVG,Q6GLS8|FRG1_XENLA Protein FRG1 {ECO:0000250|UniProtKB:Q14331},Bargmannia elongata,GasdevGasmat,1.0552239063953317,1318524,NA
OG0005687,TVG,Q4G055|RBM40_RAT RNA-binding protein 40,Bargmannia elongata,GasdevGasmat,1.093702620949715,1445178,NA
OG0005760,TVG,A7RWC9|ITPA_NEMVE Inosine triphosphate pyrophosphatase {ECO:0000255|HAMAP-Rule:MF_03148},Bargmannia elongata,GasdevGasmat,1.2255764436241934,1456258,NA
OG0005776,TVG,Q9NQQ7|S35C2_HUMAN Solute carrier family 35 member C2,Bargmannia elongata,GasdevGasmat,1.227739790500194,1329224,403b812d3605c1c3ec044ca6b044a006
OG0005784,TVG,Q7ZV60|BCS1_DANRE Mitochondrial chaperone BCS1,Bargmannia elongata,GasdevGasmat,1.2359424973784086,1306278,31312555172671131d21b4e50da4e4db
OG0005818,TVG,Q5E9C0|RSU1_BOVIN Ras suppressor protein 1,Bargmannia elongata,GasdevGasmat,1.0192402180801803,1374941,NA
OG0005850,TVG,Q99PW4|PRPK_MOUSE TP53-regulating kinase,Bargmannia elongata,GasdevGasmat,1.082288423341854,1426181,NA
OG0005864,TVG,Q5RCN7|MFD4A_PONAB Major facilitator superfamily domain-containing protein 4A,Bargmannia elongata,GasdevGasmat,0.8326565876134482,1325887,NA
OG0005901,TVG,P42335|IP3KB_RAT Inositol-trisphosphate 3-kinase B,Bargmannia elongata,GasdevGasmat,0.8891492035213203,1330968,1db9894b040700ce4392dba405cc092c
OG0005910,TVG,"Q8K3F7|TDH_MOUSE L-threonine 3-dehydrogenase, mitochondrial",Bargmannia elongata,GasdevGasmat,1.1016883306808964,1449849,NA
OG0006015,TVG,Q9NXX6|NSE4A_HUMAN Non-structural maintenance of chromosomes element 4 homolog A,Bargmannia elongata,GasdevGasmat,1.1248855030524336,1454490,0e8e747f2790287a79d1fc0975531434
OG0006017,TVG,"Q99J39|DCMC_MOUSE Malonyl-CoA decarboxylase, mitochondrial",Bargmannia elongata,GasdevGasmat,1.2577764606335262,1398429,0b20e5f2233781df1db0f314b98ec3b8
OG0006611,TVG,Q4VBW0|MTX3_DANRE Metaxin-3,Bargmannia elongata,GasdevGasmat,1.1400459518143404,1459216,d22b32447be6b504639ce17e7967fdcb
OG0007106,TVG,Q9WU25|ADA1A_CAVPO Alpha-1A adrenergic receptor,Bargmannia elongata,GasdevGasmat,1.0750422810575462,1301192,NA
OG0003685,TVG,Q9CWX9|DDX47_MOUSE Probable ATP-dependent RNA helicase DDX47,Bargmannia elongata,GasdevGasmat,1.0246038848468646,1378156,NA
OG0005506,TVG,Q8WU90|ZC3HF_HUMAN Zinc finger CCCH domain-containing protein 15,Bargmannia elongata,GasdevGasmat,1.0061232216861602,1327718,a3952b424625874d0f4c0cf78bcc99f8
OG0005726,TVG,A7RHG8|WDR12_NEMVE Ribosome biogenesis protein WDR12 homolog {ECO:0000255|HAMAP-Rule:MF_03029},Bargmannia elongata,GasdevGasmat,1.1906760349110495,1329711,7cdc74c023c1962369b02341dd21d870
OG0005747,TVG,Q5F480|ITPK1_CHICK Inositol-tetrakisphosphate 1-kinase,Bargmannia elongata,GasdevGasmat,1.021369133006145,1292235,b665dbc79bd088fb0adf5befd7e6bad3
OG0005789,TVG,Q9CYH6|RRS1_MOUSE Ribosome biogenesis regulatory protein homolog,Bargmannia elongata,GasdevGasmat,1.0528578406940765,1316090,64b0f79147c07a75008efd22e7a4e3d6
OG0005794,TVG,Q8BP78|F10C1_MOUSE Protein FRA10AC1 homolog,Bargmannia elongata,GasdevGasmat,1.1780057493477725,1460870,29a81e5b5f5acf2707838eb12639a164
OG0006104,TVG,"Q99N95|RM03_MOUSE 39S ribosomal protein L3, mitochondrial",Bargmannia elongata,GasdevGasmat,1.0501482591814681,1296483,c2a0645afa4a9ffb3146949123b769cc
OG0006556,TVG,Q3TC46|PATL1_MOUSE Protein PAT1 homolog 1,Bargmannia elongata,GasdevGasmat,1.0433228562527015,1412939,ac43f90b18691a069155aae114c66e93
OG0005852,TVG,Q5HZL1|ERI2_XENLA ERI1 exoribonuclease 2,Bargmannia elongata,GasdevGasmat,1.1522280946903511,1347248,fafa747d672490840d4c47625d0b273c
OG0003608,TVG,Q925N0|SFXN5_MOUSE Sideroflexin-5,Bargmannia elongata,GasdevGasmat,0.8273467315029978,1452994,4896b5509bb7c9e044d059612e517304
OG0005902,TVG,Q8IVN8|SBSPO_HUMAN Somatomedin-B and thrombospondin type-1 domain-containing protein,Bargmannia elongata,GasdevGasmat,0.8944191475111761,1484824,d9b4a4eecf77bc6ae999530dc75ec773
OG0005928,TVG,Q6PUR6|GPN2_DANRE GPN-loop GTPase 2 {ECO:0000250|UniProtKB:Q9H9Y4},Bargmannia elongata,GasdevGasmat,1.1480795760423634,1484007,NA
OG0005986,TVG,"Q6DJM2|TAM41_XENLA Phosphatidate cytidylyltransferase, mitochondrial",Bargmannia elongata,GasdevGasmat,1.2111042821612594,1305730,NA
