gene_tree,S_child,S_new,change,treatment,change_direction,blast_hit,GO
9cd6f05c8fd644f7eba7dfa89b779e51,26,J,2.9129313759719606,PalmatGasmat,Positive,Q8TEP8|CE192_HUMAN Centrosomal protein of 192 kDa,GO:0090222;GO:0000242;GO:0019902;GO:0071539;GO:0005829;GO:0051298;GO:0090307;GO:0010923;GO:0009617;GO:0044419
0f0084d1f44276d6cfb334238f7c346a,32,K,2.043493283744439,PalmatGasmat,Positive,"Q5E9H9|ABHDA_BOVIN Mycophenolic acid acyl-glucuronide esterase, mitochondrial",GO:0016787
ae93d8ce8d3b4a88b83bb7af56967833,26,J,3.1954222774178644,PalmatGasmat,Positive,Q3SX40|PDLI7_BOVIN PDZ and LIM domain protein 7,NA
0cdf60ac4a80c70d5683885e651d424c,26,J,3.41128282233816,PalmatGasmat,Positive,Q16549|PCSK7_HUMAN Proprotein convertase subtilisin/kexin type 7,GO:0004252;GO:0030173;GO:0006508;GO:0051604;GO:0048840;GO:0001654;GO:0005802;GO:0007420;GO:0043009;GO:0005788;GO:0042445;GO:0006518
c4225a02503733e3200fee7f87998a3f,26,J,3.322193030955098,PalmatGasmat,Positive,Q99J45|NRBP_MOUSE Nuclear receptor-binding protein,GO:0004672;GO:0006468;GO:0012505;GO:0005829;GO:0005938;GO:0005524;GO:0043231;GO:0016021;GO:0036335;GO:0006888;GO:0008361;GO:0042803;GO:0042127;GO:0009306;GO:0035556
b1e88f2794297eb5b6a6d8abdeeb9519,26,J,2.4319795907896493,PalmatGasmat,Positive,Q9FWW9|GSXL2_ARATH Flavin-containing monooxygenase FMO GS-OX-like 2,GO:0004499;GO:0055114;GO:0005773;GO:0000781;GO:0050661;GO:0019758;GO:0050660;GO:0050832;GO:0016021;GO:0019760;GO:0005634;GO:0090332;GO:0080105;GO:0080104;GO:0080102;GO:0080106;GO:0006182;GO:0080103;GO:0080107;GO:0044419;GO:0070026;GO:0004383;GO:0071918;GO:0015204;GO:0019825;GO:0031151;GO:0034729;GO:2000677;GO:0006348;GO:0000077;GO:0006281
768ea79910cd0e980b3309a3e7b1d3ca,26,J,2.0585543114322267,PalmatGasmat,Positive,A7SUU7|SCC4_NEMVE MAU2 chromatid cohesion factor homolog,GO:0007064;GO:0032116;GO:0047485;GO:0016604;GO:0003690;GO:0000785;GO:0034086;GO:0071921;GO:0016021;GO:0051301;GO:0000122
21017517c85da59550443bb83dedf9e7,26,J,2.262365367490185,PalmatGasmat,Positive,Q28FT4|MCES_XENTR mRNA cap guanine-N7 methyltransferase,GO:0004482;GO:0106005;GO:0042025;GO:0006370;GO:0005634;GO:0003723;GO:0005845;GO:0003899;GO:0043235;GO:0016274;GO:0034708;GO:0003677;GO:0070013;GO:0005525;GO:1990830;GO:0043232;GO:0016773;GO:0016301;GO:0016021;GO:0006351;GO:0035246;GO:0006886;GO:0005975;GO:0016310
c216207dbdeebd91f9e1fe8ce1b9653a,26,J,2.040834549779692,PalmatGasmat,Positive,Q19425|S38A9_CAEEL Sodium-coupled neutral amino acid transporter 9 homolog,GO:0015181;GO:1903826;GO:0016021
b8a6376ea08963de9cb1d36242e28d53,26,J,2.8638988362010886,PalmatGasmat,Positive,Q99M03|RWD2B_MOUSE RWD domain-containing protein 2B,GO:0016021
d942101e9f3fb775ddbcd22de66bfbaf,35,L,4.34773065804589,PalmatGasmat,Positive,Q0V989|CC85C_XENTR Coiled-coil domain-containing protein 85C,GO:0001843;GO:0005815;GO:0005912;GO:0005634;GO:0005737;GO:0045599;GO:0030308;GO:0045892
b61e74395a6203e1f6bdd87428df387d,35,L,2.220617535636306,PalmatGasmat,Positive,B3EWZ6|MLRP2_ACRMI MAM and LDL-receptor class A domain-containing protein 2,GO:0004222;GO:0006508;GO:0005669;GO:0018996;GO:0008270;GO:0016573;GO:0017025;GO:0004402;GO:0045944;GO:0016020;GO:0043565
f06c20af50b29d20e0c68801bbdf8ee7,26,J,2.202223440297403,PalmatGasmat,Positive,Q8BHI9|NIM1_MOUSE Serine/threonine-protein kinase NIM1,GO:0004674;GO:0006468;GO:0016021;GO:0005634;GO:0005524;GO:0005737;GO:0035556;GO:0000287;GO:0000226;GO:0050321
f16e7013533f1ec2e3dcfd38ed3cd407,26,J,2.039691933841162,PalmatGasmat,Positive,Q149F1|RUSD2_MOUSE RNA pseudouridylate synthase domain-containing protein 2,GO:0009982;GO:0001522;GO:0003723;GO:0008270
60f3eb3f2893b56172fcd426431b4cca,26,J,2.171076256353036,PalmatGasmat,Positive,Q8K2C8|GPAT4_MOUSE Glycerol-3-phosphate acyltransferase 4 {ECO:0000312|MGI:MGI:2142716},GO:0016746;GO:0016021
e3ac0a49d47804d1a8316a3a4e6ae541,26,J,2.6628516384519627,PalmatGasmat,Positive,Q76MY7|CYH2_CHLAE Cytohesin-2,GO:0005086;GO:0032012;GO:0005886;GO:0055113
f9154c135d88cb81fd2723789c3b15bf,26,J,2.0796835681341124,PalmatGasmat,Positive,Q3U1V8|M3K9_MOUSE Mitogen-activated protein kinase kinase kinase 9,GO:0004672;GO:0006468;GO:0005524
14e6a695c65e6ad57acbdb74a90d0411,35,L,2.4614673373431897,PalmatGasmat,Positive,Q7ZUV7|EMSY_DANRE BRCA2-interacting transcriptional repressor EMSY {ECO:0000250|UniProtKB:Q7Z589},NA
68a13834f12d6ed286f2e0b68c24ae51,26,J,3.789918751398929,PalmatGasmat,Positive,Q9R049|AMFR_MOUSE E3 ubiquitin-protein ligase AMFR,GO:0016021;GO:0000209;GO:0061630;GO:0034976;GO:0005783;GO:0034620;GO:0000151;GO:0005829;GO:0006511;GO:0007165
4f81c0e54d61a7f8919f6a8c9a27e622,35,L,5.368361324658095,PalmatGasmat,Positive,Q5XIA3|TYW4_RAT tRNA wybutosine-synthesizing protein 4,GO:0008168;GO:0032259;GO:0005829;GO:0031591;GO:0140101;GO:0140096;GO:0018410;GO:0008213
c093a6f302f4b00003f15bb3059f3455,32,K,2.124700996213703,PalmatGasmat,Positive,"P48728|GCST_HUMAN Aminomethyltransferase, mitochondrial {ECO:0000305}",GO:0004047;GO:0006546;GO:0005739;GO:0008483;GO:0004375;GO:0016021;GO:0032259;GO:0006730;GO:0055114
d3add539aa07bc0f5165d060d234823e,26,J,4.393822122826158,PalmatGasmat,Positive,Q6PCD5|RFWD3_HUMAN E3 ubiquitin-protein ligase RFWD3,GO:0036297;GO:0004842;GO:0005634;GO:0016567;GO:0004672;GO:0005524;GO:0016874;GO:0007166;GO:0006468
048f84c1b314c69e1a96f1cd91bef7f3,26,J,2.7602313630040274,PalmatGasmat,Positive,Q5ZKG2|BRD7_CHICK Bromodomain-containing protein 7,GO:0042025;GO:0003677;GO:0046872
bf4c2247028ceacac74df9fc135a627e,26,J,2.3121427123294236,PalmatGasmat,Positive,Q5F3K0|TTC27_CHICK Tetratricopeptide repeat protein 27,GO:0004828;GO:0006434;GO:0005524
d6f49fd4143f610f73884cdbfe23183d,35,L,2.436918881161048,PalmatGasmat,Positive,P48597|IF4E_XENLA Eukaryotic translation initiation factor 4E,GO:0003743;GO:0006413;GO:0016281;GO:0048471;GO:0005845;GO:0031370;GO:0016442;GO:0070491;GO:0000340;GO:0010494;GO:0000932;GO:0033391;GO:0019899;GO:0098978;GO:0005829;GO:0098794;GO:0030054;GO:0140245;GO:0000082;GO:0099547;GO:0045931;GO:0070062;GO:0099170;GO:0071549;GO:0001662;GO:0019827;GO:0045665;GO:0017148;GO:0030324;GO:0010507;GO:0071427;GO:0051028;GO:0016032
6fbcaa3b0fc0f2f74787dc7bffd931b8,26,J,3.195484410466598,PalmatGasmat,Positive,Q9NQX3|GEPH_HUMAN Gephyrin {ECO:0000303|PubMed:10839351},GO:0032324;GO:0061598;GO:0099634;GO:0006777;GO:0030425;GO:0061599;GO:0097112;GO:0008940;GO:0007529;GO:0043546;GO:0072579;GO:0018315;GO:0030054;GO:0098953;GO:0005524;GO:0005829;GO:0099645;GO:1902414;GO:0014069;GO:0046872;GO:0005856;GO:0005515;GO:0034330;GO:0016021;GO:0010038;GO:0055114
80f17a095e928033aea99a94f2519de8,26,J,2.2315873230563668,PalmatGasmat,Positive,Q6ZMI0|PPR21_HUMAN Protein phosphatase 1 regulatory subunit 21,GO:0005769
10cfa365525c004daa2c12beacfdf523,26,J,2.22605467550577,PalmatGasmat,Positive,Q6NVC5|MIRO1_DANRE Mitochondrial Rho GTPase 1-A,GO:0031307;GO:0007005;GO:0005509;GO:0003924;GO:0005525;GO:0047497;GO:1905710;GO:0097190;GO:0005654;GO:0005623;GO:0006839;GO:0005515;GO:0005829;GO:0010821;GO:0007266;GO:0005743;GO:0061024;GO:0019725;GO:0005886;GO:0051056
37bbbc0f9231540b532db1b81ee389cc,26,J,2.9022922990293516,PalmatGasmat,Positive,P97390|VPS45_MOUSE Vacuolar protein sorting-associated protein 45,GO:0006904;GO:0010008;GO:0005515;GO:0000139;GO:1902746;GO:0008021;GO:0030054;GO:0015031;GO:0016021
419684396551d1dc56119b278d68d345,35,L,2.1352534689449647,PalmatGasmat,Positive,A7RM45|LMBD1_NEMVE Probable lysosomal cobalamin transporter,GO:0005158;GO:0045334;GO:0005764;GO:0005886;GO:0016021
b10a898071da71a7cb7aa5090a0b82b9,26,J,2.8718292597365407,PalmatGasmat,Positive,O75191|XYLB_HUMAN Xylulose kinase,GO:0004856;GO:0042732;GO:0005829;GO:0046835;GO:0005997
e274e07e269ccc79a97c14780a8a02bf,26,J,3.0730367353813244,PalmatGasmat,Positive,Q5ZMM3|RHG15_CHICK Rho GTPase-activating protein 15,GO:0007165;GO:0005096;GO:0043547
ebe30d5c78a5aeabaee14be2e9143a34,35,L,2.446731851395716,PalmatGasmat,Positive,P12111|CO6A3_HUMAN Collagen alpha-3(VI) chain,NA
fcc190e2856878976026fc1f68ccd20b,26,J,2.7592462256115935,PalmatGasmat,Positive,Q28CQ7|SUV92_XENTR Histone-lysine N-methyltransferase SUV39H2,GO:0018024;GO:0034968;GO:0005634;GO:0046872
fcc190e2856878976026fc1f68ccd20b,26,J,2.05713132232087,PalmatGasmat,Positive,Q28CQ7|SUV92_XENTR Histone-lysine N-methyltransferase SUV39H2,GO:0018024;GO:0034968;GO:0005634;GO:0046872
4ca12b1782d9fa991dc70910289bd712,26,J,4.884147989191918,PalmatGasmat,Positive,Q80UM7|MOGS_MOUSE Mannosyl-oligosaccharide glucosidase,GO:0004573;GO:0009311;GO:0005783;GO:0016021;GO:0006487;GO:0005789;GO:0070062;GO:0006457
3535ac5ffad1bc1986577379bb372461,26,J,2.221452209996411,PalmatGasmat,Positive,"Q5U3U3|CPT2_DANRE Carnitine O-palmitoyltransferase 2, mitochondrial",GO:0016746;GO:0120162;GO:0005730;GO:0005654;GO:0001701;GO:0005739;GO:0006635;GO:0019866;GO:0006853;GO:0019216
85ee5d9ec6243227aff506ba4fd0a1a9,26,J,2.155861169098595,PalmatGasmat,Positive,O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1,GO:0045296;GO:0006508;GO:0008233;GO:0003723
85ee5d9ec6243227aff506ba4fd0a1a9,26,J,3.1558817557031875,PalmatGasmat,Positive,O14562|UBFD1_HUMAN Ubiquitin domain-containing protein UBFD1,GO:0045296;GO:0006508;GO:0008233;GO:0003723
5b9a7efd9a6ef0d906d347ab10e1df6f,26,J,2.150209016324752,PalmatGasmat,Positive,Q08DP0|PGM1_BOVIN Phosphoglucomutase-1,GO:0016868;GO:0005975;GO:0005829;GO:0000287;GO:0006112;GO:0044282;GO:1901575;GO:0034645
fdff72b831ae6f50fd607ec270ae2eb9,26,J,2.157989782516165,PalmatGasmat,Positive,Q62661|HBP1_RAT HMG box-containing protein 1,NA
f33377272abca1118ef4f2d64605ca0c,26,J,2.266807657851524,PalmatGasmat,Positive,P51612|XPC_MOUSE DNA repair protein complementing XP-C cells homolog,GO:0003684;GO:0006289;GO:0005634
3b80b6d8a098c2dd66da14013310a849,26,J,2.2323751707033,PalmatGasmat,Positive,Q9P2C4|TM181_HUMAN Transmembrane protein 181,GO:0015643;GO:0009405;GO:0016021
daa11b142d9697332d16f9c8f49db3d2,26,J,3.301452047665026,PalmatGasmat,Positive,Q8CFE5|BTBD7_MOUSE BTB/POZ domain-containing protein 7,GO:0061138;GO:0005634;GO:0060693;GO:0007275
608a0718fb2d9a2928ec52b79cefedec,35,L,16.188103324033605,PalmatGasmat,Positive,P07090|CALB2_CHICK Calretinin,GO:0005509;GO:0099509;GO:0043195;GO:1900271;GO:0030425;GO:0030054;GO:0005829;GO:0005623;GO:0005634
e4f667a8d257990f2c3dcbc5a198ea46,26,J,3.8948168507126923,PalmatGasmat,Positive,Q8LGG8|USPAL_ARATH Universal stress protein A-like protein,GO:0005737
e4f667a8d257990f2c3dcbc5a198ea46,35,L,3.0826159163949884,PalmatGasmat,Positive,Q8LGG8|USPAL_ARATH Universal stress protein A-like protein,GO:0005737
569ea6843611f03fe816eee4984777a0,32,K,4.678895288926989,PalmatGasmat,Positive,P48740|MASP1_HUMAN Mannan-binding lectin serine protease 1,NA
ca5ae6f543a62ffd2350059dc754e708,26,J,2.3592440827933743,PalmatGasmat,Positive,Q0VBZ0|CSK_BOVIN Tyrosine-protein kinase CSK,GO:0004713;GO:0018108;GO:0005911;GO:0060368;GO:0034236;GO:0034332;GO:0045121;GO:0042997;GO:0070064;GO:0070062;GO:0019903;GO:0005886;GO:0002250;GO:0005737;GO:0042802;GO:0010989;GO:0005524;GO:0045779;GO:0050765;GO:0032715;GO:0008022;GO:0008285;GO:0046872;GO:0070373;GO:0048709;GO:0071375;GO:0043406;GO:0046777;GO:0033673;GO:0007420;GO:0050863;GO:0031294;GO:0050852;GO:1903039;GO:0035556
c7b5dc1e76bdd7ac1e7f464d3adf2f73,26,J,2.3723188700280464,PalmatGasmat,Positive,Q9NU22|MDN1_HUMAN Midasin,GO:0000027;GO:0016887;GO:0005634;GO:0005524;GO:0045111;GO:0005829;GO:0030687;GO:0070013;GO:0006364;GO:0016021
d3408b7e2a6257bf8d6afb27efcefa64,26,J,4.4705060022484275,PalmatGasmat,Positive,Q9UBJ2|ABCD2_HUMAN ATP-binding cassette sub-family D member 2,GO:0000038;GO:0005777;GO:0042626;GO:0006635;GO:0016887;GO:0031903;GO:0005524;GO:0016021;GO:0005739;GO:0032000;GO:0042803;GO:0005324;GO:0055085;GO:2001280;GO:1990535;GO:1900016;GO:1903427;GO:0043217;GO:0009617;GO:0015909;GO:0001676;GO:0044419
520d75baf01cf509565bd51d80eedf3b,26,J,2.57918487986271,PalmatGasmat,Positive,Q5NC05|TTF2_MOUSE Transcription termination factor 2,GO:0008270;GO:0005829;GO:0006353;GO:0008380;GO:0005524;GO:0005681;GO:0006397;GO:0008023;GO:0006366;GO:0016021;GO:0004386;GO:0008094;GO:0003677;GO:0005515
255266048f42c2af86c6c44e0b811c31,26,J,2.146065837225423,PalmatGasmat,Positive,O08658|NUP88_RAT Nuclear pore complex protein Nup88,GO:0000056;GO:0017056;GO:0000055
671e3aa3f99eafcfd366471f88219ffb,26,J,2.481500087803173,PalmatGasmat,Positive,D4A770|CL004_RAT Protein C12orf4 homolog,NA
c93c35eefb4f32871dae9eb0c16e3581,26,J,2.7880119577122846,PalmatGasmat,Positive,Q5I0B9|ATG16_XENTR Autophagy-related protein 16,GO:0000421;GO:0016236;GO:0051020;GO:0042802;GO:0007033;GO:0005930;GO:0006501;GO:0070925;GO:0022038;GO:0039689;GO:0021695;GO:0021766;GO:0034045;GO:0010506;GO:0005829;GO:0031331;GO:0098542;GO:0060786;GO:0034613;GO:0035096;GO:0035883;GO:0005980;GO:0007154;GO:0042594;GO:0051716;GO:0071496;GO:0023052;GO:0015031
96d559cedc225ee719b246cdd2f8fcb5,35,L,3.604519887655484,PalmatGasmat,Positive,Q3MHQ7|TM86A_BOVIN Lysoplasmalogenase-like protein TMEM86A,GO:0016021
01ac24414a7aaec71e42830ca0384301,26,J,2.2977313156671064,PalmatGasmat,Positive,"A1Z9A8|PTCD3_DROME Protein PTCD3 homolog, mitochondrial",GO:0043024;GO:0032543;GO:0005739;GO:0019843
84d846ee0c383da5bab59ff565147a0e,26,J,2.127078450758745,PalmatGasmat,Positive,Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta,GO:0042254;GO:0001228;GO:0005634;GO:0000978;GO:0045944;GO:0005886;GO:0016021;GO:0004930;GO:0003723;GO:0006366;GO:0007186
07d93e88d4ca6979c472c7ed77848642,26,J,4.257038986789822,PalmatGasmat,Positive,Q8R5C8|ZMY11_MOUSE Zinc finger MYND domain-containing protein 11,NA
ca5c04f3fa5b7af8949ead69ddce1436,26,J,2.08744735365478,PalmatGasmat,Positive,Q8K1Q0|NMT1_RAT Glycylpeptide N-tetradecanoyltransferase 1,GO:0004379;GO:0018377;GO:0019898;GO:0005829;GO:0006498;GO:0005794;GO:0005886;GO:0004708;GO:0004674;GO:0018201;GO:0000790;GO:0005087;GO:0015630;GO:0000062;GO:0003682;GO:0008017;GO:0043657;GO:0001701;GO:0042180;GO:0000187;GO:0031098;GO:0000165;GO:0007346;GO:0031291;GO:0022400;GO:0090169;GO:0018105;GO:0051783;GO:0075733;GO:0007010
50a7d387292fc17a36ac59e486721d24,26,J,2.2537176857717522,PalmatGasmat,Positive,Q5ZLM0|CDC73_CHICK Parafibromin,GO:0016593;GO:0006368;GO:0000993;GO:0016570;GO:0021529;GO:0030218;GO:0034243;GO:0005829;GO:0016021;GO:0032786;GO:0031124;GO:0031442;GO:0048147;GO:0045944;GO:0051301;GO:0031648;GO:1902808;GO:0045638;GO:2000134;GO:0050680;GO:0030177;GO:0043631;GO:0006513;GO:0000122;GO:0001711;GO:0071222;GO:0019827;GO:0001558;GO:0022618;GO:0043066;GO:0044419
4a8632a834b4f6bb8e3ec1edea1e1369,26,J,2.4765892069842383,PalmatGasmat,Positive,Q4R381|EZH2_MACFA Histone-lysine N-methyltransferase EZH2,GO:0008168;GO:0032259;GO:0035098;GO:0016570;GO:0000790;GO:0018205;GO:0008213;GO:0140096;GO:0003677;GO:0005515;GO:0035186;GO:1902692;GO:0031062;GO:0007411;GO:0016458;GO:0045892
740a87859f9da74b7e54c88a41e8cb71,26,J,2.515651506316578,PalmatGasmat,Positive,O54826|AF10_MOUSE Protein AF-10,GO:0046872;GO:0007482;GO:0005634;GO:0007526;GO:0002168;GO:0007591;GO:0003700;GO:0016021;GO:0006355
ea5255ce3673a443997ea1e3e00f8894,26,J,2.290847454835064,PalmatGasmat,Positive,Q0VFZ6|CC173_HUMAN Coiled-coil domain-containing protein 173,NA
5969a60bc4467b7925b98e8be19ac593,26,J,2.8338210499880976,PalmatGasmat,Positive,O43151|TET3_HUMAN Methylcytosine dioxygenase TET3,NA
3a6942152378eecfcb003de4e353722c,26,J,3.5569050715637633,PalmatGasmat,Positive,O75419|CDC45_HUMAN Cell division control protein 45 homolog,GO:0006270;GO:0005813;GO:0003688;GO:0003682;GO:0051301;GO:0005654;GO:0003697;GO:0036387;GO:0031298;GO:0022857;GO:1902977;GO:0031938;GO:1900087;GO:0016021;GO:0000727;GO:0055085
e2e62166c4cdf8183adad9da34bdc47e,26,J,2.419001033007874,PalmatGasmat,Positive,D4A666|UBN2_RAT Ubinuclein-2,GO:0005634;GO:0006325;GO:0005923;GO:0065004;GO:0006323;GO:0070013;GO:0016021
74e8a37688ac2069304f904df0f39725,26,J,2.2432461459099184,PalmatGasmat,Positive,Q8WNR0|COPT1_PIG High affinity copper uptake protein 1,GO:0005375;GO:0035434;GO:0016021;GO:0005623;GO:0005886;GO:0006878
9fdd56014cdb264f09d4d879eafb3db7,26,J,13.5445674026177,PalmatGasmat,Positive,O02722|TIMP1_HORSE Metalloproteinase inhibitor 1,GO:0008191;GO:0010951;GO:0005576;GO:0007219
4a6b64c35d61551a55f3622591b8fac3,26,J,2.5413603164273266,PalmatGasmat,Positive,Q5R8I6|TBC23_PONAB TBC1 domain family member 23,GO:0042147;GO:0005829;GO:0071203;GO:0005802;GO:0031410;GO:0099041;GO:1990403;GO:0005623;GO:0032755;GO:0032680;GO:0016021;GO:0050727;GO:0007420;GO:0031175;GO:0006807
0a59dd17cd307a056dbc4df34e4a45eb,26,J,2.835047550224267,PalmatGasmat,Positive,Q62599|MTA1_RAT Metastasis-associated protein MTA1,GO:0003682;GO:0005634;GO:0006355;GO:0043565;GO:0008270;GO:0017053;GO:0001103;GO:1904949;GO:0003713;GO:0005874;GO:0000785;GO:1902499;GO:0003714;GO:0010212;GO:0035326;GO:0001012;GO:0043161;GO:0005829;GO:0012505;GO:0006302;GO:0003690;GO:0070013;GO:0042826;GO:0031967;GO:1903508;GO:0040029;GO:1903507;GO:0043153;GO:0045475;GO:0033363;GO:0031110;GO:0032922;GO:0016575;GO:2000113;GO:0010629
30ccf7269a106f9806657a497fa20831,26,J,3.366449531552836,PalmatGasmat,Positive,P25183|RCC1_XENLA Regulator of chromosome condensation,GO:0045499;GO:0048843;GO:0005615;GO:0030215;GO:0005887;GO:0050919;GO:0001755;GO:0071526;GO:0007411;GO:0030335
1e640a483864e235338ff1dd93e4b1b0,26,J,2.5898960479903264,PalmatGasmat,Positive,Q966L5|SRRT_CAEEL Serrate RNA effector molecule homolog,GO:0006397;GO:0004865;GO:0005654;GO:0003676;GO:0005737;GO:0016021;GO:0032515;GO:0032991;GO:0031053;GO:0097150;GO:0050769;GO:0006355
c0df1cb72cb488862c0a0bcbd353e641,26,J,2.164883132840489,PalmatGasmat,Positive,F7BJB9|MORC3_MOUSE MORC family CW-type zinc finger protein 3 {ECO:0000250|UniProtKB:Q14149},GO:0048147;GO:0008270;GO:0016605;GO:0051457;GO:0007569;GO:0018105;GO:0003723;GO:0050821;GO:0016363;GO:0009791;GO:0016032
d1fe697ea5b726b8d26368027fe1ccef,35,L,2.996737985609749,PalmatGasmat,Positive,Q9DAN9|CQ105_MOUSE Uncharacterized protein C17orf105 homolog,NA
d1fe697ea5b726b8d26368027fe1ccef,26,J,3.1191402757137245,PalmatGasmat,Positive,Q9DAN9|CQ105_MOUSE Uncharacterized protein C17orf105 homolog,NA
7006045e14ec899f2558ddb295e3215e,26,J,2.184862909104075,PalmatGasmat,Positive,Q80ZK9|WDTC1_MOUSE WD and tetratricopeptide repeats protein 1,GO:0045717;GO:0042826;GO:0005829;GO:0042393;GO:0005623;GO:0004857;GO:0005634;GO:0080008;GO:0035264;GO:0032869;GO:0008361;GO:0001701;GO:0000122;GO:0055082;GO:0043086;GO:0006006;GO:0016567
4bb7b230b46c5783619645bbd29a160e,N37,E,2.003155920021822,PalmatGasmat,Positive,Q9VZS6|NSMA_DROME Putative neutral sphingomyelinase,GO:0016021;GO:0003676
30d78a2ea7a7a29c5ef1bbf61547069a,26,J,3.1072374174710755,PalmatGasmat,Positive,O54956|DPOE2_MOUSE DNA polymerase epsilon subunit 2,GO:0008622;GO:0003887;GO:0006261;GO:0071897;GO:0003677;GO:0005515;GO:0016604;GO:0005615;GO:0016021;GO:0006301;GO:0000082;GO:0000723
264be2cac44c1398d5b9c613e9904036,26,J,3.296537996426184,PalmatGasmat,Positive,Q6P886|DBR1_XENTR Lariat debranching enzyme,GO:0006397;GO:0008419;GO:0005654;GO:0000375;GO:0003723;GO:0046872;GO:0016021;GO:0090502;GO:0009793
264be2cac44c1398d5b9c613e9904036,26,J,2.326696449757389,PalmatGasmat,Positive,Q6P886|DBR1_XENTR Lariat debranching enzyme,GO:0006397;GO:0008419;GO:0005654;GO:0000375;GO:0003723;GO:0046872;GO:0016021;GO:0090502;GO:0009793
bba51e026cdef08751e175583609a094,26,J,2.8816014950894324,PalmatGasmat,Positive,Q9Z2N8|ACL6A_MOUSE Actin-like protein 6A,GO:0042551;GO:0016514;GO:0003682;GO:0016358;GO:0071565;GO:0003713;GO:0005200;GO:0006338;GO:0005515;GO:0035267;GO:0043967;GO:0006357;GO:0021510;GO:0006333;GO:1903508;GO:0007010
621f57e98440344efaa29e2a576e983a,26,J,3.3022491018489677,PalmatGasmat,Positive,Q8BM54|MYLIP_MOUSE E3 ubiquitin-protein ligase MYLIP,GO:0005856;GO:0008092;GO:0010989;GO:0032803;GO:0061630;GO:0031648;GO:0042632;GO:0010977;GO:0016874;GO:0045732;GO:0006511;GO:0016567
58aad33c09641648e9c1385c1c2723a3,32,K,2.5397958591435463,PalmatGasmat,Positive,Q9H0C1|ZMY12_HUMAN Zinc finger MYND domain-containing protein 12,GO:0004930;GO:0007186;GO:0016021;GO:0005622;GO:0046872
58aad33c09641648e9c1385c1c2723a3,26,J,2.0931201189920756,PalmatGasmat,Positive,Q9H0C1|ZMY12_HUMAN Zinc finger MYND domain-containing protein 12,GO:0004930;GO:0007186;GO:0016021;GO:0005622;GO:0046872
17c203dfc172023fb408837632fe21d3,26,J,2.264597683453634,PalmatGasmat,Positive,Q2TBV5|TF2H2_BOVIN General transcription factor IIH subunit 2,GO:0000439;GO:0006289;GO:0008270;GO:0005675;GO:0006351;GO:0003676;GO:0004146;GO:0016021;GO:0006357;GO:0046654;GO:0001120;GO:0035556;GO:0055114
7f496c7484e3aae41d64d1511ab758c6,26,J,2.885629445401058,PalmatGasmat,Positive,Q9BRS8|LARP6_HUMAN La-related protein 6,GO:1990904;GO:0006396;GO:0003723;GO:0005634;GO:0016021
4b0a766c3fd54cc31e2d46cbbfd4a3df,26,J,2.602702544924051,PalmatGasmat,Positive,Q6NUQ1|RINT1_HUMAN RAD50-interacting protein 1,GO:0048193;GO:0005783
3ab40a1e8180e34a1184c1438e7c991c,26,J,2.1674318171970897,PalmatGasmat,Positive,Q9R0Q9|MPU1_MOUSE Mannose-P-dolichol utilization defect 1 protein,GO:0006488;GO:0016021;GO:0005515;GO:0005789;GO:0009312;GO:0006457
e7e189bafbf6f8ca89bb1e62a31617b7,26,J,2.8180660895390464,PalmatGasmat,Positive,Q13887|KLF5_HUMAN Krueppel-like factor 5,GO:0001227;GO:0000122;GO:0016235;GO:0005654;GO:0000978;GO:0005829;GO:0043249;GO:0003682;GO:0000790;GO:0046872;GO:0061966;GO:0021684;GO:0021702
efb18ac91029af22a43c84689737785d,35,L,2.0954343985299633,PalmatGasmat,Positive,Q66II5|T3HPD_XENTR Trans-L-3-hydroxyproline dehydratase,GO:0050346
8106604dc7b2cc1cd7a1b61c85ebaa55,26,J,3.2125720928699386,PalmatGasmat,Positive,A8WIP6|CDK20_DANRE Cyclin-dependent kinase 20,GO:0004674;GO:0006468;GO:0005654;GO:0005524;GO:0005929;GO:0060271;GO:0005737;GO:0097472;GO:0051726;GO:0005515;GO:0051301;GO:0007275;GO:0007049
26382438a5c7aaad062df323dae9e89f,35,L,2.1522980760550237,PalmatGasmat,Positive,Q7TQA3|RDHE2_MOUSE Epidermal retinol dehydrogenase 2,GO:0016491;GO:0055114;GO:0005811;GO:0016021
ac8d6cf9b37b87f0a58a3939b42571e3,26,J,3.557397060814698,PalmatGasmat,Positive,P28025|KI11B_XENLA Kinesin-like protein KIF11-B,GO:0003777;GO:0007018;GO:0005874;GO:0008017;GO:0090307;GO:0005524;GO:0005819;GO:0005871;GO:0005634;GO:0051726;GO:0001525;GO:0005829;GO:0016021;GO:0042623;GO:0019901;GO:0022008;GO:0005509;GO:0007100;GO:0070507;GO:0051783;GO:0051301;GO:0007154
c33f3cf6c8a112158ca514af25a57b69,26,J,3.045829427408077,PalmatGasmat,Positive,Q5R495|OXSR1_PONAB Serine/threonine-protein kinase OSR1,GO:0004674;GO:0006468;GO:0016021;GO:0005524;GO:0035556
