Orthogroup,class,Common_blast,species,tissue,expression,Gene,gene_tree
OG0005701,SVG,Q8R368|DYXC1_MOUSE Dyslexia susceptibility 1 candidate gene 1 protein homolog,Agalma elegans,NecdevGasmat,1.1441198922806584,576531,b5dc4896b07489f44d13673289d9acd4
OG0004356,SVG,Q640B4|MUS81_XENTR Crossover junction endonuclease MUS81,Agalma elegans,NecdevGasmat,1.1627554337779615,554403,2f4fd48ab64a2843f3726c9764ac833b
OG0004991,SVG,Q4V920|PACN1_DANRE Protein kinase C and casein kinase substrate in neurons protein 1,Agalma elegans,NecdevGasmat,1.3297690377471287,630136,e39a75235d8b0c32d449236a25e78566
OG0005396,SVG,Q9H9A5|CNO10_HUMAN CCR4-NOT transcription complex subunit 10,Agalma elegans,NecdevGasmat,0.9852897564154374,618323,eaa0db65c4a29b40784e106b661cd3c1
OG0005513,SVG,Q9H095|IQCG_HUMAN IQ domain-containing protein G,Agalma elegans,NecdevGasmat,1.0211821098913114,512842,NA
OG0005525,SVG,Q6TUD4|YIPF3_RAT Protein YIPF3,Agalma elegans,NecdevGasmat,1.0937659202977363,587631,23f8d47376c5538fe9f4bcc4460b2b53
OG0005572,SVG,Q99L90|MCRS1_MOUSE Microspherule protein 1,Agalma elegans,NecdevGasmat,0.9837746688074702,566413,NA
OG0005612,SVG,Q9D5L7|SPSB1_MOUSE SPRY domain-containing SOCS box protein 1,Agalma elegans,NecdevGasmat,0.812283079885654,584312,NA
OG0005649,SVG,"Q8JIF5|ERAL1_CHICK GTPase Era, mitochondrial",Agalma elegans,NecdevGasmat,1.0323586768974253,588898,NA
OG0005661,SVG,Q92794|KAT6A_HUMAN Histone acetyltransferase KAT6A,Agalma elegans,NecdevGasmat,1.0776578237421168,640612,c8b3f476eb7a22a0f870cd72956f3c0e
OG0005682,SVG,Q8N5T2|TBC19_HUMAN TBC1 domain family member 19,Agalma elegans,NecdevGasmat,1.0526973785285514,515374,7c9eba871e3143954dc02e9412ab42af
OG0005688,SVG,Q923D5|WBP11_MOUSE WW domain-binding protein 11,Agalma elegans,NecdevGasmat,1.067669778120849,557684,73ceb74b0883d07793a00017b9f15494
OG0005778,SVG,Q8C2L6|T161B_MOUSE Transmembrane protein 161B,Agalma elegans,NecdevGasmat,1.0402290563724297,634258,49ac29faf86ddf9ea44a677a32582827
OG0005855,SVG,Q32LM2|SGTA_BOVIN Small glutamine-rich tetratricopeptide repeat-containing protein alpha,Agalma elegans,NecdevGasmat,1.0178225444768676,624251,NA
OG0004032,SVG,Q6DCV0|WIPI4_XENLA WD repeat domain phosphoinositide-interacting protein 4,Agalma elegans,NecdevGasmat,1.0524589801821416,612180,NA
OG0005508,SVG,Q5DU02|UBP22_MOUSE Ubiquitin carboxyl-terminal hydrolase 22,Agalma elegans,NecdevGasmat,1.0103270621564007,595360,2f58155c59b32379166290a90e07a157
OG0005639,SVG,Q8N2K1|UB2J2_HUMAN Ubiquitin-conjugating enzyme E2 J2,Agalma elegans,NecdevGasmat,1.0006888312949695,548143,NA
OG0005640,SVG,Q9Y315|DEOC_HUMAN Deoxyribose-phosphate aldolase,Agalma elegans,NecdevGasmat,1.011682204213822,546036,NA
OG0005642,SVG,Q6IP18|RFA2A_XENLA Replication protein A 32 kDa subunit-A,Agalma elegans,NecdevGasmat,0.9551428747414112,624278,68aa5cbe91f002794c289be98d191891
OG0005652,SVG,Q5RID7|SNX17_DANRE Sorting nexin-17,Agalma elegans,NecdevGasmat,1.1760206144253964,594959,84e18239e07bf51b70cfd7ca6be70530
OG0005657,SVG,Q9CS74|ECD_MOUSE Protein ecdysoneless homolog {ECO:0000250|UniProtKB:Q9W032},Agalma elegans,NecdevGasmat,0.9684656479366038,642227,c707acb6ee8e57f98bce3e1370269113
OG0005660,SVG,"Q96Q11|TRNT1_HUMAN CCA tRNA nucleotidyltransferase 1, mitochondrial",Agalma elegans,NecdevGasmat,0.9678256775086163,573151,NA
OG0005663,SVG,Q62902|LMAN1_RAT Protein ERGIC-53,Agalma elegans,NecdevGasmat,0.8267678031949623,612639,5e12e29ef1c5f51d2a32c33a42134072
OG0005664,SVG,Q8BRG8|TM209_MOUSE Transmembrane protein 209,Agalma elegans,NecdevGasmat,1.0026911474897207,514530,70b017aed9cc2991b775805bc77f2bba
OG0005671,SVG,Q969G3|SMCE1_HUMAN SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1,Agalma elegans,NecdevGasmat,1.0114466564344353,637989,be6e5041780ecb8dccd2fd92993d8b9e
OG0005678,SVG,Q8C1A5|THOP1_MOUSE Thimet oligopeptidase,Agalma elegans,NecdevGasmat,1.013640908641623,613900,7eb102187eb66bfb8962fb994a0b011b
OG0005731,SVG,Q66II8|RU17_XENTR U1 small nuclear ribonucleoprotein 70 kDa,Agalma elegans,NecdevGasmat,1.057858437303296,608235,NA
OG0005746,SVG,Q7T292|MFRN2_DANRE Mitoferrin-2,Agalma elegans,NecdevGasmat,0.9743607181220938,564629,f1b6cf90f6816b70a7555555630f3f8d
OG0005755,SVG,Q6IRP4|ABHDD_XENLA Protein ABHD13 {ECO:0000305},Agalma elegans,NecdevGasmat,1.0368776095392205,533937,NA
OG0005757,SVG,Q29RP8|KMT5B_BOVIN Histone-lysine N-methyltransferase KMT5B {ECO:0000305},Agalma elegans,NecdevGasmat,1.0286367210097862,578702,bb4c2ef27735333423d466acb9bbe88b
OG0005765,SVG,Q2TBG8|UCHL3_BOVIN Ubiquitin carboxyl-terminal hydrolase isozyme L3,Agalma elegans,NecdevGasmat,0.9908323077772695,575663,NA
OG0005807,SVG,Q9MAQ3|UBP11_ARATH Putative ubiquitin carboxyl-terminal hydrolase 11,Agalma elegans,NecdevGasmat,1.0277926453249513,517091,799054da6eea3ec03c2150d5962a6743
OG0005808,SVG,Q9BX40|LS14B_HUMAN Protein LSM14 homolog B,Agalma elegans,NecdevGasmat,0.9891106623587423,528825,3d5654667db137e42c757a0a73fd153f
OG0005811,SVG,Q9BUI4|RPC3_HUMAN DNA-directed RNA polymerase III subunit RPC3,Agalma elegans,NecdevGasmat,1.0063731680386594,589388,6d65a71c1159d0ee182d414c71a58dc0
OG0005813,SVG,Q9NVC6|MED17_HUMAN Mediator of RNA polymerase II transcription subunit 17,Agalma elegans,NecdevGasmat,0.8975799305951111,525685,e1d9aec6f3b1b14b1b6895742fcdf8e8
OG0005819,SVG,Q68FF0|K1841_MOUSE Uncharacterized protein KIAA1841,Agalma elegans,NecdevGasmat,0.8300938559932302,512058,7464d377b0223fc6a6f5d3d89107983f
OG0005845,SVG,Q6RFH5|WDR74_HUMAN WD repeat-containing protein 74,Agalma elegans,NecdevGasmat,1.0093422151785483,626050,33c3350b6f5ef11486b1182d70504b4a
OG0005854,SVG,Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit,Agalma elegans,NecdevGasmat,1.0651638927739442,569037,NA
OG0005858,SVG,Q5U5Q3|MEX3C_HUMAN RNA-binding E3 ubiquitin-protein ligase MEX3C,Agalma elegans,NecdevGasmat,1.101706031568965,526006,1aa0bb89b0ee16809d4fde0cdc5fda0e
OG0005880,SVG,Q9QZN3|FBX8_MOUSE F-box only protein 8,Agalma elegans,NecdevGasmat,1.0590814545962435,558628,1d44aa75ebe6ac2dd13682d3b9a48d63
OG0005922,SVG,Q28CZ7|ISPD_XENTR Isoprenoid synthase domain-containing protein,Agalma elegans,NecdevGasmat,1.1832486144138474,631279,aa62032f041d752a0e5bd25d4d2d7c96
OG0005943,SVG,P49642|PRI1_HUMAN DNA primase small subunit,Agalma elegans,NecdevGasmat,0.9085510713584167,560238,79812ee02493c3db910c8a9201e18de0
OG0005965,SVG,Q6GR37|MET16_XENLA Methyltransferase-like protein 16,Agalma elegans,NecdevGasmat,0.9357325629145479,525300,NA
OG0005996,SVG,Q803V5|LST8_DANRE Target of rapamycin complex subunit lst8,Agalma elegans,NecdevGasmat,1.100244647681648,597466,NA
OG0006006,SVG,Q4R5T4|RNF32_MACFA RING finger protein 32,Agalma elegans,NecdevGasmat,0.8127981399771986,613354,NA
OG0006200,SVG,Q9NRH2|SNRK_HUMAN SNF-related serine/threonine-protein kinase,Agalma elegans,NecdevGasmat,1.0702617785305186,527465,b637b21bcbcc66a32965e06962a652aa
OG0006296,SVG,Q7ZXV8|ZN207_XENLA BUB3-interacting and GLEBS motif-containing protein ZNF207 {ECO:0000250|UniProtKB:O43670},Agalma elegans,NecdevGasmat,1.0581974386333324,520031,NA
OG0005631,SVG,Q9VTF9|UFD1_DROME Ubiquitin fusion degradation protein 1 homolog,Agalma elegans,NecdevGasmat,1.0948344644395527,572262,dab6996c5779c31f92a5bd0dc771b2d2
OG0005676,SVG,Q9D0N7|CAF1B_MOUSE Chromatin assembly factor 1 subunit B,Agalma elegans,NecdevGasmat,0.9662194933517396,617340,d93059d1fbf535414de9a9439a3e86c4
OG0005704,SVG,Q6AXT8|SF3A2_RAT Splicing factor 3A subunit 2,Agalma elegans,NecdevGasmat,1.0186883318909679,516904,bed688400d4847bb7e1e09db937b33be
OG0005737,SVG,Q7ZTZ2|RLP24_DANRE Probable ribosome biogenesis protein RLP24,Agalma elegans,NecdevGasmat,1.0210620526488279,617864,NA
OG0005744,SVG,P97368|MEIS3_MOUSE Homeobox protein Meis3,Agalma elegans,NecdevGasmat,0.8849989124613991,515334,NA
OG0005767,SVG,Q5XJS5|THOC6_DANRE THO complex subunit 6 homolog,Agalma elegans,NecdevGasmat,0.9969934722835511,641155,b45f5355fce6aff87b55af17f49f38e5
OG0005800,SVG,Q9CQJ4|RING2_MOUSE E3 ubiquitin-protein ligase RING2,Agalma elegans,NecdevGasmat,0.9716764133315623,648680,NA
OG0005823,SVG,X1WER2|UBA5_DANRE Ubiquitin-like modifier-activating enzyme 5,Agalma elegans,NecdevGasmat,0.9855600891631732,519417,NA
OG0005834,SVG,Q8VDY4|EFCB7_MOUSE EF-hand calcium-binding domain-containing protein 7,Agalma elegans,NecdevGasmat,0.9286112683036782,553714,45e3248515e5104ebc90d562f50ea79f
OG0005840,SVG,Q91W96|APC4_MOUSE Anaphase-promoting complex subunit 4,Agalma elegans,NecdevGasmat,0.9880104018749569,600431,cdfae0e0606d9c13477b4ca1e9347b74
OG0005856,SVG,Q9QYW3|PHOCN_RAT MOB-like protein phocein,Agalma elegans,NecdevGasmat,1.054173965359525,546295,NA
OG0005868,SVG,Q5RDD2|PR38A_PONAB Pre-mRNA-splicing factor 38A,Agalma elegans,NecdevGasmat,1.044424499213624,587322,NA
OG0005888,SVG,Q7ZVJ6|QTRT2_DANRE Queuine tRNA-ribosyltransferase accessory subunit 2 {ECO:0000255|HAMAP-Rule:MF_03043},Agalma elegans,NecdevGasmat,1.0240055263591463,640974,690777bfb63d86dd8aae0a7d71b18d44
OG0005947,SVG,Q05B18|SHQ1_XENTR Protein SHQ1 homolog,Agalma elegans,NecdevGasmat,0.9318813249201462,515494,NA
OG0005964,SVG,Q9QXP4|DONS_MOUSE Protein downstream neighbor of Son,Agalma elegans,NecdevGasmat,1.0054372174691324,636141,c5a1c666bf9deb5d664caa7282343fa4
OG0005971,SVG,A1L1C7|PAN3_XENTR PAB-dependent poly(A)-specific ribonuclease subunit PAN3 {ECO:0000255|HAMAP-Rule:MF_03181},Agalma elegans,NecdevGasmat,1.0203654508831417,594303,4a19855c62fa2626a789fe900ce63f85
OG0005982,SVG,Q9CZ28|SNF8_MOUSE Vacuolar-sorting protein SNF8,Agalma elegans,NecdevGasmat,1.0335849107529034,538226,NA
OG0005987,SVG,P51868|CASQ2_RAT Calsequestrin-2,Agalma elegans,NecdevGasmat,1.0654437888903796,575625,NA
OG0005995,SVG,Q9I8J6|EBP2_XENLA Probable rRNA-processing protein EBP2,Agalma elegans,NecdevGasmat,1.04708407113413,643214,NA
OG0006012,SVG,Q922H9|ZN330_MOUSE Zinc finger protein 330,Agalma elegans,NecdevGasmat,1.0401714050753708,629853,NA
OG0006063,SVG,Q96P11|NSUN5_HUMAN Probable 28S rRNA (cytosine-C(5))-methyltransferase,Agalma elegans,NecdevGasmat,0.9931149363217641,591113,b1219db784a2d5e1e205e28931b948b4
OG0006114,SVG,Q8IY50|S35F3_HUMAN Putative thiamine transporter SLC35F3 {ECO:0000305},Agalma elegans,NecdevGasmat,0.8802365439096792,510083,41d6aca0109806f61d62e29ce74cfcf9
OG0006121,SVG,O60921|HUS1_HUMAN Checkpoint protein HUS1,Agalma elegans,NecdevGasmat,0.9929004658574914,534608,NA
OG0006122,SVG,Q5W1J5|FOXP1_XENLA Forkhead box protein P1,Agalma elegans,NecdevGasmat,1.036415506676024,616627,NA
OG0006152,SVG,Q9JJ78|TOPK_MOUSE Lymphokine-activated killer T-cell-originated protein kinase,Agalma elegans,NecdevGasmat,1.000649735515571,618644,eeda207c1bbc1c08d0a00270e299ba0f
OG0006155,SVG,Q92117|TBP_PROFL TATA-box-binding protein,Agalma elegans,NecdevGasmat,1.0350082817274038,594769,NA
OG0006602,SVG,Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,Agalma elegans,NecdevGasmat,0.9013288199725134,532393,4d298b9ca0137e1a33258bec76ca9154
OG0003849,SVG,Q6DHU1|CLP1L_DANRE Cleft lip and palate transmembrane protein 1-like protein,Agalma elegans,NecdevGasmat,1.0835665127242238,584414,9944f3ff9e8eb289dc4c97ffd6f13ae0
OG0005867,SVG,Q96DH6|MSI2H_HUMAN RNA-binding protein Musashi homolog 2,Agalma elegans,NecdevGasmat,1.0500011297812042,638714,25a0032afe798b90a1769825d48fe36f
OG0005983,SVG,Q76I79|SSH1_MOUSE Protein phosphatase Slingshot homolog 1,Agalma elegans,NecdevGasmat,1.035592227154181,622325,NA
OG0005609,SVG,P23919|KTHY_HUMAN Thymidylate kinase,Agalma elegans,NecdevGasmat,0.9442322508513795,604326,777709df77bbe2fb3bcf88876db37798
OG0005750,SVG,"Q9D172|ES1_MOUSE ES1 protein homolog, mitochondrial",Agalma elegans,NecdevGasmat,0.9484183375508324,547257,3de5cccdba40bb9ff811672943a7e3aa
OG0005909,SVG,Q9Y3B2|EXOS1_HUMAN Exosome complex component CSL4,Agalma elegans,NecdevGasmat,0.9120463206794365,528489,da27f40cf8c58c8de02c6473456ec58b
OG0005913,SVG,Q92519|TRIB2_HUMAN Tribbles homolog 2,Agalma elegans,NecdevGasmat,1.027987261261717,570656,e5e2a0db3a3c2a020e99adee1b765802
OG0005932,SVG,Q8R0L9|TADA3_MOUSE Transcriptional adapter 3,Agalma elegans,NecdevGasmat,1.0478806680132455,619084,63cf24eeb437cc088bc8f1ac4fb7ac51
OG0005939,SVG,Q5E9B3|PGTB2_BOVIN Geranylgeranyl transferase type-2 subunit beta,Agalma elegans,NecdevGasmat,1.044079511834979,568796,13eb55829a5fce7843139cff92af276b
OG0006009,SVG,A2AWT3|AT7L3_MOUSE Ataxin-7-like protein 3 {ECO:0000255|HAMAP-Rule:MF_03047},Agalma elegans,NecdevGasmat,1.0451553504050175,586409,0c560ef43c8fcb25184ed1559731c0e4
OG0006010,SVG,Q9YGY3|BUB3_XENLA Mitotic checkpoint protein BUB3,Agalma elegans,NecdevGasmat,1.0194587520494587,527865,NA
OG0006126,SVG,Q5E9N9|APEX2_BOVIN DNA-(apurinic or apyrimidinic site) lyase 2,Agalma elegans,NecdevGasmat,1.0478177729219929,608155,NA
OG0006168,SVG,Q2T9T9|FBXW9_BOVIN F-box/WD repeat-containing protein 9,Agalma elegans,NecdevGasmat,0.9681298578831774,639397,c57c3cb822ec968275ed13eae6607080
OG0006224,SVG,Q921D4|MED6_MOUSE Mediator of RNA polymerase II transcription subunit 6,Agalma elegans,NecdevGasmat,1.0740696286732299,580472,bae596e73b0a5f03c31bf77d2e01be53
OG0006244,SVG,P78412|IRX6_HUMAN Iroquois-class homeodomain protein IRX-6,Agalma elegans,NecdevGasmat,1.057994201169169,542111,NA
OG0006280,SVG,Q8C3I8|HGH1_MOUSE Protein HGH1 homolog,Agalma elegans,NecdevGasmat,0.9733798160171302,609632,94a02f8ad6f39d257fd19319796e6ffd
OG0003681,SVG,Q6GPA7|HDAC8_XENLA Histone deacetylase 8,Agalma elegans,NecdevGasmat,0.897927603043802,602704,2135f0d61e5037d80da336876d744fe0
OG0005903,SVG,Q7SXM7|PRP31_DANRE U4/U6 small nuclear ribonucleoprotein Prp31,Agalma elegans,NecdevGasmat,0.9417933026767003,643862,34afbd22443a8cde3f292fee589a0c66
OG0005919,SVG,Q92564|DCNL4_HUMAN DCN1-like protein 4,Agalma elegans,NecdevGasmat,1.0437337468883454,644564,a78ef14f5a1051ba4a1358ac4058805e
OG0006052,SVG,Q90X38|GPKOW_DANRE G patch domain and KOW motifs-containing protein,Agalma elegans,NecdevGasmat,0.9849372767547335,621312,29005dfc17d4a60207e4ceaf81586a8e
OG0006054,SVG,Q9D753|EXOS8_MOUSE Exosome complex component RRP43,Agalma elegans,NecdevGasmat,1.0675247081624177,549892,1c097913ce544485c38d86bc82805040
OG0006087,SVG,O75486|SUPT3_HUMAN Transcription initiation protein SPT3 homolog,Agalma elegans,NecdevGasmat,1.0481150599171127,626431,NA
OG0006102,SVG,Q13889|TF2H3_HUMAN General transcription factor IIH subunit 3,Agalma elegans,NecdevGasmat,1.0004759143681115,534942,0371d79035bd734e7e9efaf288cc5271
OG0006202,SVG,Q6P0I8|EXOS6_DANRE Exosome complex component MTR3,Agalma elegans,NecdevGasmat,0.9565623820517951,564235,31369aec288901b4a7753cd163bb464b
OG0006251,SVG,Q4VBT5|MKRN1_DANRE Probable E3 ubiquitin-protein ligase makorin-1,Agalma elegans,NecdevGasmat,1.0027510150166454,536193,673bcda71f3f1c79fc061130eecfab8a
OG0006291,SVG,Q9H777|RNZ1_HUMAN Zinc phosphodiesterase ELAC protein 1,Agalma elegans,NecdevGasmat,1.0093114373182162,602191,NA
OG0006313,SVG,Q92968|PEX13_HUMAN Peroxisomal membrane protein PEX13,Agalma elegans,NecdevGasmat,0.9786307599094406,546083,4d470577c2510456e7cdb10a2091b07c
OG0006333,SVG,Q9H9L4|KANL2_HUMAN KAT8 regulatory NSL complex subunit 2,Agalma elegans,NecdevGasmat,0.9902179947629426,516860,9ce55d3b106b8739a6b5ae6929a73666
OG0006336,SVG,Q6P632|NAA20_XENTR N-alpha-acetyltransferase 20,Agalma elegans,NecdevGasmat,1.0917747798421698,554197,NA
OG0006354,SVG,V5YMB3|DAPB3_PSEMX Dipeptidyl aminopeptidase BIII {ECO:0000312|EMBL:BAO18428.1},Agalma elegans,NecdevGasmat,0.9539810703994691,637087,0ae917d76368f4184728e97d33ee3334
OG0006370,SVG,Q9GKR6|CAYP2_MACFA Calcyphosin-2,Agalma elegans,NecdevGasmat,1.0208007688681242,588897,b36f894aa686723e001e2a69219505a3
OG0006374,SVG,Q9DAJ4|WDR83_MOUSE WD repeat domain-containing protein 83,Agalma elegans,NecdevGasmat,0.9902241092773576,578167,dbe7a538098819d01c49cb9629b253e2
OG0006387,SVG,Q8BJH1|ZC21A_MOUSE Zinc finger C2HC domain-containing protein 1A,Agalma elegans,NecdevGasmat,1.0638092914264123,626312,NA
OG0006388,SVG,Q9NUQ2|PLCE_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,Agalma elegans,NecdevGasmat,1.0175305417709783,593638,589b96d1ff709e992768435233264e99
OG0006398,SVG,O43541|SMAD6_HUMAN Mothers against decapentaplegic homolog 6,Agalma elegans,NecdevGasmat,1.1230622776297998,636025,NA
OG0006400,SVG,Q8WUJ0|STYX_HUMAN Serine/threonine/tyrosine-interacting protein,Agalma elegans,NecdevGasmat,0.9305614059305158,538048,NA
OG0006191,SVG,Q66IH2|TBRG1_XENTR Transforming growth factor beta regulator 1,Agalma elegans,NecdevGasmat,0.9999074464052343,565079,56f31317e1499ff13027562aff69d108
OG0006326,SVG,Q32LJ2|ARFRP_BOVIN ADP-ribosylation factor-related protein 1,Agalma elegans,NecdevGasmat,1.2441813570359348,522210,f192a6fedb7b3905a1c920ff25d21e56
OG0006856,SVG,Q6IQ97|RBM41_DANRE RNA-binding protein 4.1,Agalma elegans,NecdevGasmat,0.9429163027205439,537583,NA
OG0006171,SVG,Q6GNJ8|VPS72_XENLA Vacuolar protein sorting-associated protein 72 homolog,Agalma elegans,NecdevGasmat,1.014019638486355,613518,NA
OG0006193,SVG,Q6ZNW5|GDPP1_HUMAN GDP-D-glucose phosphorylase 1,Agalma elegans,NecdevGasmat,1.00709510096878,562291,NA
OG0006228,SVG,Q6P1Q0|LTMD1_HUMAN LETM1 domain-containing protein 1,Agalma elegans,NecdevGasmat,1.1601650736214846,636636,NA
OG0006279,SVG,Q9CZ15|PSF1_MOUSE DNA replication complex GINS protein PSF1,Agalma elegans,NecdevGasmat,1.014824841988998,567539,NA
OG0006299,SVG,Q9VY86|TM2D2_DROME TM2 domain-containing protein CG11103,Agalma elegans,NecdevGasmat,0.9464528166388848,541694,NA
OG0006338,SVG,Q8WTS6|SETD7_HUMAN Histone-lysine N-methyltransferase SETD7,Agalma elegans,NecdevGasmat,1.0144156765393095,527687,NA
OG0006358,SVG,Q921Y2|IMP3_MOUSE U3 small nucleolar ribonucleoprotein protein IMP3,Agalma elegans,NecdevGasmat,1.011665359266253,580592,NA
OG0006377,SVG,Q8K3I9|GLCI1_MOUSE Glucocorticoid-induced transcript 1 protein,Agalma elegans,NecdevGasmat,0.8392258818723692,532210,NA
OG0006399,SVG,Q9DBS8|POC5_MOUSE Centrosomal protein POC5,Agalma elegans,NecdevGasmat,0.8801199589786866,631358,ad93aed6824ceb7f0b5a7844da03fd2b
OG0006406,SVG,Q9V359|VPS28_DROME Vacuolar protein sorting-associated protein 28 homolog,Agalma elegans,NecdevGasmat,1.0735133489969213,525175,NA
OG0006419,SVG,B5XF11|KDM8_SALSA Lysine-specific demethylase 8,Agalma elegans,NecdevGasmat,0.9355244643502617,615709,7bde5d8164dcab84a7729e88db96a950
OG0006437,SVG,P34284|YKK7_CAEEL Uncharacterized F-box/LRR-repeat protein C02F5.7,Agalma elegans,NecdevGasmat,1.0743280619378293,624931,aa429dc5b2d00b73eee4a27ebf27c28c
OG0006446,SVG,Q86YS6|RAB43_HUMAN Ras-related protein Rab-43,Agalma elegans,NecdevGasmat,1.1013208448136487,578599,NA
OG0006492,SVG,Q7ZVT3|SAS6_DANRE Spindle assembly abnormal protein 6 homolog,Agalma elegans,NecdevGasmat,0.9844426288479136,526105,157c09fb202c5fd3f1237644dbfc89b8
OG0006500,SVG,Q9Z191|EYA4_MOUSE Eyes absent homolog 4,Agalma elegans,NecdevGasmat,1.1110196069407903,648008,5cf88028f53e512ab2d49d437a3e3877
OG0004393,SVG,Q8BXX2|ZBT49_MOUSE Zinc finger and BTB domain-containing protein 49,Agalma elegans,NecdevGasmat,1.0099551746812125,542901,f35e1d53b6eafe141e5ef6d562dd75cb
OG0006072,SVG,Q5R8H5|T2EA_PONAB General transcription factor IIE subunit 1,Agalma elegans,NecdevGasmat,0.9070217954675656,584201,2c4efe255f6b624490cae42609158049
OG0006101,SVG,Q6NU08|MTRAB_XENLA Myotubularin-related protein 10-B,Agalma elegans,NecdevGasmat,1.0786093939508354,626163,1311c3603406d2b844bf6c94029619f7
OG0006305,SVG,Q8VDH1|FBX21_MOUSE F-box only protein 21,Agalma elegans,NecdevGasmat,1.0393148818675038,514286,90d07b9d25454084e866bfb51568ff3f
OG0006321,SVG,Q5F413|SMAP2_CHICK Stromal membrane-associated protein 2,Agalma elegans,NecdevGasmat,1.1477591547105397,528390,0614b8da18278b5bca2c16f698cbcfc9
OG0006349,SVG,Q9CWZ7|SNAG_MOUSE Gamma-soluble NSF attachment protein,Agalma elegans,NecdevGasmat,0.9809974256622392,614687,cdb58ed64410bd4ef6b286d43f790eb7
OG0006369,SVG,Q6PBN5|AUP1_DANRE Ancient ubiquitous protein 1,Agalma elegans,NecdevGasmat,1.0786153639952591,596891,edc4a2b8d90eb999c1574098774c141e
OG0006414,SVG,Q6IMM1|DJC27_CHICK DnaJ homolog subfamily C member 27,Agalma elegans,NecdevGasmat,1.0727386330440114,589811,NA
OG0006422,SVG,"Q9VH78|ALG12_DROME Probable Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",Agalma elegans,NecdevGasmat,1.1171875828632025,595474,9f09115970c470b98c89a7b35ae66951
OG0006424,SVG,"Q8IMA8|PANG2_DROME Protein pangolin, isoform J",Agalma elegans,NecdevGasmat,1.011673698352516,569273,NA
OG0006441,SVG,Q3TZI6|CCNJ_MOUSE Cyclin-J,Agalma elegans,NecdevGasmat,0.9048937003560661,571763,578228e0f755648a9353efabe38cfb52
OG0006444,SVG,Q5RE11|TSN3_PONAB Tetraspanin-3,Agalma elegans,NecdevGasmat,1.0807489546119997,515363,a1abf86f6af169314ebfbdac376eb06e
OG0006493,SVG,Q96ES7|SGF29_HUMAN SAGA-associated factor 29 {ECO:0000305},Agalma elegans,NecdevGasmat,0.9056326955202414,599889,NA
OG0006510,SVG,Q5PRC7|SOSB2_DANRE SOSS complex subunit B2,Agalma elegans,NecdevGasmat,0.9533688303434336,578690,e1079b270a97a69b9d4e120b2ff5da09
OG0006543,SVG,Q640L5|CCD18_MOUSE Coiled-coil domain-containing protein 18,Agalma elegans,NecdevGasmat,0.9781597111386832,582107,413d721f9976332b0d7c2de65fa75eb0
OG0006572,SVG,Q13569|TDG_HUMAN G/T mismatch-specific thymine DNA glycosylase,Agalma elegans,NecdevGasmat,0.9950154096591716,621108,823b2ad505f5b24217070c6599f6929f
OG0006438,SVG,Q99MU3|DSRAD_MOUSE Double-stranded RNA-specific adenosine deaminase,Agalma elegans,NecdevGasmat,1.0161259449655473,601251,3fad95a9dfa7af518dabf57e561d8fdf
OG0006513,SVG,Q9UPM9|B9D1_HUMAN B9 domain-containing protein 1,Agalma elegans,NecdevGasmat,0.9059972902482264,540469,NA
OG0006516,SVG,Q6P5L7|ARGLA_DANRE Arginine and glutamate-rich protein 1-A,Agalma elegans,NecdevGasmat,1.186340108850716,550209,NA
OG0006536,SVG,Q9Y6G5|COMDA_HUMAN COMM domain-containing protein 10,Agalma elegans,NecdevGasmat,1.1845203225701337,544646,NA
OG0006538,SVG,Q5W111|SPRY7_HUMAN SPRY domain-containing protein 7,Agalma elegans,NecdevGasmat,1.111974340684642,627240,NA
OG0006560,SVG,Q5U2S3|ZUFSP_RAT Zinc finger with UFM1-specific peptidase domain protein,Agalma elegans,NecdevGasmat,0.9670855019537032,574162,2bc0d40058cf9b6521fc7a71e60e6789
OG0006586,SVG,Q8S7M7|PIRL5_ORYSJ Plant intracellular Ras-group-related LRR protein 5,Agalma elegans,NecdevGasmat,0.9970083299082056,510014,044af4581ba21133c6e0c746c1bfcf24
OG0006592,SVG,Q9R062|GLYG_MOUSE Glycogenin-1,Agalma elegans,NecdevGasmat,0.9905539874965638,510148,NA
OG0006635,SVG,Q290X1|SWET1_DROPS Sugar transporter SWEET1,Agalma elegans,NecdevGasmat,1.0192105635818405,558943,b6a4ed9ab0f10cda0c987a17da9841a5
OG0006647,SVG,Q9QZC7|PKHB2_MOUSE Pleckstrin homology domain-containing family B member 2,Agalma elegans,NecdevGasmat,0.9920726801466573,649290,8eb392312139cb9026eba9ab2f0989d5
OG0006663,SVG,Q9D384|U1SBP_MOUSE U11/U12 small nuclear ribonucleoprotein 35 kDa protein,Agalma elegans,NecdevGasmat,1.1310370350305132,613577,e3866d4ebcd8e332c34ba7cc59d72e07
OG0006666,SVG,Q4KM64|JAGN1_RAT Protein jagunal homolog 1 {ECO:0000305},Agalma elegans,NecdevGasmat,1.0393225965789998,523548,a5b748d0cb100a4b14cc60f7d0dce013
